Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MainPos,MP,Starts,Min,90s,CrdY,CrdR,Gls,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,xG,npxG,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG,PK,PKatt,Ast,KP,xAG,xA,A-xAG,PPA,CrsPA,Touches,Att 3rd_possession,Att Pen,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,PrgDist_possession,CPA,Mis,Dis,PrgR,PrgC_possession,1/3_possession,Cmp,Att_passing,Cmp%,PrgP,Fls,Fld,Recov,Won,Lost_misc,Won%,Min%,Compl,Subs,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Rk_per_90,CrdY_per_90,CrdR_per_90,Gls_per_90,Sh_shooting_per_90,SoT_per_90,SoT%_per_90,Sh/90_per_90,SoT/90_per_90,G/Sh_per_90,G/SoT_per_90,Dist_per_90,FK_shooting_per_90,xG_per_90,npxG_per_90,xG_shooting_per_90,npxG_shooting_per_90,npxG/Sh_per_90,G-xG_per_90,np:G-xG_per_90,PK_per_90,PKatt_per_90,Ast_per_90,KP_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,PPA_per_90,CrsPA_per_90,Touches_per_90,Att 3rd_possession_per_90,Att Pen_per_90,Att_possession_per_90,Succ_per_90,Succ%_per_90,Tkld_per_90,Tkld%_per_90,Carries_per_90,PrgC_per_90,PrgDist_possession_per_90,CPA_per_90,Mis_per_90,Dis_per_90,PrgR_per_90,PrgC_possession_per_90,1/3_possession_per_90,Cmp_per_90,Att_passing_per_90,Cmp%_per_90,PrgP_per_90,Fls_per_90,Fld_per_90,Recov_per_90,Won_per_90,Lost_misc_per_90,Won%_per_90,Min%_per_90,Compl_per_90,Subs_per_90,PPM_per_90,onG_per_90,onGA_per_90,+/-_per_90,+/-90_per_90,onxG_per_90,onxGA_per_90,xG+/-_per_90,xG+/-90_per_90
1529,José Luis Morales,es ESP,"FW,MF",Villarreal,es La Liga,36.0,1987.0,FW,29,8,1048,11.6,0,0,7,26.0,12.0,46.2,2.23,1.03,0.27,0.58,13.3,0.0,5.6,5.6,5.6,5.6,0.21,1.4,1.4,0,0,0,4,0.6,0.8,-0.6,3,1,337,153,44,32,9,28.1,22,68.8,203,29,720,19,25,13,79,29,16,154,214,72.0,17,3.0,4.0,38.0,2.0,12.0,14.3,30.6,0.0,21.0,1.38,15.0,25.0,-10.0,-0.86,17.1,20.8,-3.6,-0.31,131.30725190839695,0.0,0.0,0.601145038167939,2.232824427480916,1.0305343511450382,3.9675572519083975,0.19150763358778627,0.08845419847328245,0.02318702290076336,0.049809160305343506,1.142175572519084,0.0,0.48091603053435117,0.48091603053435117,0.48091603053435117,0.48091603053435117,0.018034351145038166,0.12022900763358779,0.12022900763358779,0.0,0.0,0.0,0.34351145038167935,0.05152671755725191,0.06870229007633588,-0.05152671755725191,0.25763358778625955,0.08587786259541984,28.94083969465649,13.139312977099237,3.7786259541984735,2.748091603053435,0.7729007633587787,2.4131679389312977,1.8893129770992367,5.908396946564886,17.43320610687023,2.490458015267176,61.832061068702295,1.631679389312977,2.1469465648854964,1.116412213740458,6.784351145038168,2.490458015267176,1.3740458015267174,13.225190839694656,18.37786259541985,6.183206106870229,1.4599236641221374,0.25763358778625955,0.34351145038167935,3.263358778625954,0.17175572519083968,1.0305343511450382,1.2280534351145038,2.6278625954198476,0.0,1.8034351145038168,0.11851145038167937,1.2881679389312977,2.1469465648854964,-0.8587786259541985,-0.07385496183206107,1.4685114503816794,1.786259541984733,-0.30916030534351147,-0.026622137404580155
855,João Félix,pt POR,FW,Barcelona,es La Liga,23.0,1999.0,FW,30,18,1540,17.1,3,0,7,61.0,25.0,41.0,3.56,1.46,0.11,0.28,15.8,1.0,8.7,8.7,8.7,8.7,0.14,-1.7,-1.7,0,0,3,19,3.1,2.6,-0.1,20,1,929,495,104,89,29,32.6,51,57.3,613,69,1930,31,43,32,169,69,53,538,663,81.1,68,21.0,54.0,68.0,8.0,8.0,50.0,45.0,3.0,12.0,2.17,34.0,16.0,18.0,1.05,35.6,16.8,18.8,1.1,49.96753246753247,0.17532467532467533,0.0,0.40909090909090906,3.564935064935065,1.461038961038961,2.396103896103896,0.20805194805194804,0.08532467532467532,0.006428571428571429,0.016363636363636365,0.9233766233766234,0.05844155844155844,0.5084415584415584,0.5084415584415584,0.5084415584415584,0.5084415584415584,0.008181818181818182,-0.09935064935064934,-0.09935064935064934,0.0,0.0,0.17532467532467533,1.1103896103896105,0.18116883116883115,0.15194805194805194,-0.005844155844155844,1.168831168831169,0.05844155844155844,54.29220779220779,28.92857142857143,6.077922077922078,5.201298701298701,1.6948051948051948,1.9051948051948053,2.9805194805194803,3.3487012987012985,35.824675324675326,4.032467532467533,112.79220779220779,1.8116883116883116,2.512987012987013,1.87012987012987,9.876623376623376,4.032467532467533,3.0974025974025974,31.441558441558442,38.746753246753244,4.739610389610389,3.9740259740259742,1.2272727272727273,3.1558441558441555,3.9740259740259742,0.4675324675324675,0.4675324675324675,2.922077922077922,2.6298701298701297,0.17532467532467533,0.7012987012987013,0.12681818181818183,1.9870129870129871,0.935064935064935,1.051948051948052,0.06136363636363637,2.080519480519481,0.9818181818181819,1.0987012987012987,0.0642857142857143
1234,João Pedro,br BRA,"FW,MF",Brighton,eng Premier League,21.0,2001.0,FW,31,19,2045,22.7,2,0,9,70.0,20.0,28.6,3.08,0.88,0.07,0.25,14.4,0.0,11.9,7.9,11.9,7.9,0.11,-2.9,-2.9,4,5,3,37,3.8,4.7,-0.8,44,4,1196,629,184,107,43,40.2,45,42.1,787,83,2295,47,83,63,205,83,42,659,818,80.6,92,19.0,60.0,65.0,41.0,22.0,65.1,59.8,9.0,12.0,1.29,32.0,38.0,-6.0,-0.26,36.3,32.0,4.2,0.19,54.3080684596577,0.08801955990220048,0.0,0.3960880195599022,3.080684596577017,0.8801955990220048,1.258679706601467,0.13555012224938875,0.03872860635696821,0.003080684596577017,0.01100244498777506,0.6337408312958436,0.0,0.5237163814180928,0.34767726161369195,0.5237163814180928,0.34767726161369195,0.004841075794621026,-0.1276283618581907,-0.1276283618581907,0.17603911980440096,0.2200488997555012,0.13202933985330073,1.6283618581907089,0.1672371638141809,0.20684596577017117,-0.035207823960880194,1.9364303178484108,0.17603911980440096,52.6356968215159,27.682151589242054,8.097799511002446,4.709046454767726,1.8924205378973105,1.76919315403423,1.9804400977995111,1.8528117359413203,34.63569682151589,3.65281173594132,101.00244498777506,2.0684596577017116,3.65281173594132,2.7726161369193156,9.02200488997555,3.65281173594132,1.8484107579462103,29.002444987775064,36.0,3.5471882640586796,4.048899755501223,0.8361858190709046,2.640586797066015,2.860635696821516,1.80440097799511,0.9682151589242054,2.865036674816626,2.6317848410757945,0.3960880195599022,0.5281173594132029,0.05677261613691932,1.4083129584352077,1.6723716381418092,-0.26405867970660146,-0.011442542787286064,1.5975550122249387,1.4083129584352077,0.18484107579462103,0.008361858190709047
1254,Juanmi,es ESP,FW,Cádiz,es La Liga,30.0,1993.0,FW,16,9,873,9.7,3,0,3,14.0,7.0,50.0,1.44,0.72,0.21,0.43,12.6,0.0,2.5,2.5,2.5,2.5,0.18,0.5,0.5,0,0,1,11,1.6,0.6,-0.6,4,1,327,133,23,23,9,39.1,13,56.5,200,7,265,5,28,17,40,7,8,181,226,80.1,12,24.0,11.0,39.0,8.0,25.0,24.2,25.5,3.0,7.0,1.06,7.0,15.0,-8.0,-0.82,10.1,11.9,-1.8,-0.19,129.27835051546393,0.30927835051546393,0.0,0.30927835051546393,1.4432989690721647,0.7216494845360824,5.154639175257731,0.14845360824742268,0.07422680412371134,0.021649484536082474,0.04432989690721649,1.2989690721649483,0.0,0.25773195876288657,0.25773195876288657,0.25773195876288657,0.25773195876288657,0.018556701030927835,0.051546391752577324,0.051546391752577324,0.0,0.0,0.10309278350515465,1.134020618556701,0.16494845360824742,0.06185567010309278,-0.06185567010309278,0.4123711340206186,0.10309278350515465,33.71134020618557,13.711340206185568,2.3711340206185567,2.3711340206185567,0.9278350515463918,4.030927835051546,1.3402061855670102,5.824742268041238,20.618556701030926,0.7216494845360824,27.31958762886598,0.5154639175257731,2.8865979381443294,1.7525773195876289,4.123711340206185,0.7216494845360824,0.8247422680412372,18.65979381443299,23.29896907216495,8.257731958762886,1.2371134020618557,2.4742268041237114,1.134020618556701,4.020618556701031,0.8247422680412372,2.5773195876288657,2.4948453608247423,2.6288659793814433,0.30927835051546393,0.7216494845360824,0.10927835051546393,0.7216494845360824,1.5463917525773196,-0.8247422680412372,-0.0845360824742268,1.0412371134020617,1.2268041237113403,-0.18556701030927836,-0.01958762886597938
1433,Juanmi Latasa,es ESP,FW,Getafe,es La Liga,22.0,2001.0,FW,32,15,1555,17.3,7,1,2,44.0,15.0,34.1,2.55,0.87,0.05,0.13,12.7,0.0,3.6,3.5,3.6,3.5,0.08,-1.6,-1.5,0,0,0,19,1.5,1.4,-1.5,8,0,578,295,104,13,6,46.2,5,38.5,278,7,262,3,66,21,82,7,10,192,368,52.2,16,66.0,39.0,31.0,143.0,125.0,53.4,45.5,4.0,17.0,1.06,17.0,20.0,-3.0,-0.17,22.9,22.5,0.4,0.02,82.93890675241157,0.40514469453376206,0.057877813504823156,0.11575562700964631,2.546623794212219,0.8681672025723474,1.9736334405144695,0.14758842443729903,0.05035369774919614,0.002893890675241158,0.00752411575562701,0.735048231511254,0.0,0.20836012861736336,0.20257234726688103,0.20836012861736336,0.20257234726688103,0.004630225080385852,-0.09260450160771705,-0.08681672025723472,0.0,0.0,0.0,1.09967845659164,0.08681672025723472,0.0810289389067524,-0.08681672025723472,0.46302250803858525,0.0,33.45337620578778,17.073954983922828,6.019292604501608,0.752411575562701,0.3472668810289389,2.6739549839228296,0.28938906752411575,2.2282958199356915,16.090032154340836,0.40514469453376206,15.163987138263666,0.17363344051446944,3.8199356913183284,1.215434083601286,4.745980707395499,0.40514469453376206,0.5787781350482315,11.112540192926044,21.29903536977492,3.0212218649517686,0.9260450160771705,3.8199356913183284,2.2572347266881025,1.7942122186495175,8.27652733118971,7.234726688102894,3.0906752411575558,2.6334405144694535,0.23151125401929262,0.9839228295819935,0.061350482315112545,0.9839228295819935,1.157556270096463,-0.17363344051446944,-0.009839228295819936,1.32540192926045,1.3022508038585208,0.023151125401929262,0.001157556270096463
1265,Julian Justvan,de GER,"FW,MF",Hoffenheim,de Bundesliga,25.0,1998.0,FW,18,11,1072,0.5,1,0,2,1.0,0.0,11.75,1.67,0.175,0.06,0.5,25.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0,0,2,0,0.0,0.1,0.0,3,1,57,28,3,0,0,43.2,0,51.4,32,8,222,1,1,1,12,8,4,35,55,67.85,5,0.0,0.0,3.0,0.0,0.0,6.3,17.5,0.0,4.0,0.395,0.0,1.0,-1.0,-2.065,0.3,1.1,-0.8,-1.42,106.20335820895524,0.08395522388059701,0.0,0.16791044776119401,0.08395522388059701,0.0,0.986473880597015,0.140205223880597,0.014692164179104475,0.005037313432835821,0.041977611940298504,2.0988805970149254,0.0,0.0,0.0,0.0,0.0,0.0033582089552238806,0.0,0.0,0.0,0.0,0.16791044776119401,0.0,0.0,0.008395522388059701,0.0,0.251865671641791,0.08395522388059701,4.78544776119403,2.3507462686567164,0.251865671641791,0.0,0.0,3.626865671641791,0.0,4.315298507462686,2.6865671641791042,0.6716417910447761,18.638059701492537,0.08395522388059701,0.08395522388059701,0.08395522388059701,1.007462686567164,0.6716417910447761,0.33582089552238803,2.9384328358208953,4.617537313432836,5.696361940298506,0.41977611940298504,0.0,0.0,0.251865671641791,0.0,0.0,0.5289179104477612,1.4692164179104477,0.0,0.33582089552238803,0.03316231343283582,0.0,0.08395522388059701,-0.08395522388059701,-0.17336753731343282,0.025186567164179104,0.09235074626865673,-0.06716417910447761,-0.11921641791044776
1200,Junya Ito,jp JPN,"FW,MF",Reims,fr Ligue 1,30.0,1993.0,FW,31,31,2714,30.2,2,0,3,46.0,15.0,32.6,1.53,0.5,0.07,0.2,16.6,1.0,4.5,4.5,4.5,4.5,0.1,-1.5,-1.5,0,0,7,80,11.5,9.9,-4.5,58,26,1428,776,100,108,54,50.0,46,42.6,1069,123,3389,35,72,37,287,123,76,741,1131,65.5,139,18.0,32.0,115.0,18.0,34.0,34.6,88.7,22.0,0.0,1.39,37.0,38.0,-1.0,-0.03,38.7,39.0,-0.3,-0.01,39.793662490788506,0.06632277081798084,0.0,0.09948415622697127,1.5254237288135593,0.49742078113485627,1.0810611643330876,0.050736919675755346,0.01658069270449521,0.0023212969786293295,0.006632277081798085,0.550478997789241,0.03316138540899042,0.14922623434045687,0.14922623434045687,0.14922623434045687,0.14922623434045687,0.0033161385408990423,-0.04974207811348563,-0.04974207811348563,0.0,0.0,0.23212969786293292,2.6529108327192334,0.3813559322033898,0.32829771554900516,-0.14922623434045687,1.9233603537214443,0.862196020633751,47.35445836403832,25.733235077376566,3.316138540899042,3.581429624170965,1.7907148120854826,1.658069270449521,1.5254237288135593,1.412675018422992,35.44952100221076,4.078850405305822,112.38393515106853,1.1606484893146647,2.38761974944731,1.2269712601326455,9.51731761238025,4.078850405305822,2.520265291083272,24.5725865880619,37.50552689756817,2.1720707442888725,4.609432571849668,0.5969049373618275,1.0611643330876934,3.813559322033898,0.5969049373618275,1.1274871039056744,1.1473839351510686,2.94141488577745,0.7295504789977892,0.0,0.04609432571849668,1.2269712601326455,1.260132645541636,-0.03316138540899042,-0.0009948415622697126,1.2833456153279295,1.2932940309506264,-0.009948415622697125,-0.0003316138540899042
1903,Justin Njinmah,de GER,FW,Werder Bremen,de Bundesliga,22.0,2000.0,FW,24,10,1016,11.3,1,0,6,33.0,14.0,42.4,2.92,1.24,0.18,0.43,16.2,0.0,4.9,4.9,4.9,4.9,0.15,1.1,1.1,0,0,2,13,2.4,2.2,-0.4,9,1,378,206,57,67,26,38.8,32,47.8,248,36,900,21,40,7,95,36,27,146,215,67.9,13,6.0,20.0,34.0,8.0,15.0,34.8,33.2,1.0,14.0,1.25,18.0,16.0,2.0,0.18,16.7,16.3,0.4,0.04,168.5728346456693,0.08858267716535433,0.0,0.5314960629921259,2.9232283464566926,1.2401574803149606,3.7559055118110236,0.25866141732283465,0.10984251968503937,0.015944881889763778,0.03809055118110236,1.43503937007874,0.0,0.4340551181102362,0.4340551181102362,0.4340551181102362,0.4340551181102362,0.01328740157480315,0.09744094488188976,0.09744094488188976,0.0,0.0,0.17716535433070865,1.1515748031496063,0.2125984251968504,0.19488188976377951,-0.03543307086614174,0.797244094488189,0.08858267716535433,33.48425196850394,18.248031496062993,5.049212598425196,5.93503937007874,2.3031496062992125,3.4370078740157477,2.8346456692913384,4.234251968503936,21.968503937007874,3.188976377952756,79.72440944881889,1.860236220472441,3.543307086614173,0.6200787401574803,8.415354330708661,3.188976377952756,2.391732283464567,12.933070866141732,19.04527559055118,6.014763779527559,1.1515748031496063,0.5314960629921259,1.7716535433070866,3.0118110236220477,0.7086614173228346,1.328740157480315,3.0826771653543306,2.940944881889764,0.08858267716535433,1.2401574803149606,0.11072834645669291,1.594488188976378,1.4173228346456692,0.17716535433070865,0.015944881889763778,1.4793307086614174,1.4438976377952757,0.03543307086614174,0.003543307086614173
782,Jáder Durán,co COL,"FW,MF",Aston Villa,eng Premier League,19.0,2003.0,FW,23,3,475,5.3,5,0,5,20.0,7.0,35.0,3.79,1.33,0.25,0.71,16.8,0.0,2.0,2.0,2.0,2.0,0.1,3.0,3.0,0,0,0,4,0.3,0.2,-0.3,1,0,189,80,27,5,2,40.0,3,60.0,102,9,206,5,16,14,25,9,5,83,121,68.6,9,12.0,8.0,15.0,20.0,12.0,62.5,13.9,1.0,20.0,1.74,15.0,12.0,3.0,0.57,8.6,11.3,-2.6,-0.5,148.16842105263157,0.9473684210526315,0.0,0.9473684210526315,3.789473684210526,1.3263157894736841,6.63157894736842,0.7181052631578947,0.252,0.04736842105263158,0.1345263157894737,3.1831578947368424,0.0,0.37894736842105264,0.37894736842105264,0.37894736842105264,0.37894736842105264,0.018947368421052633,0.5684210526315789,0.5684210526315789,0.0,0.0,0.0,0.7578947368421053,0.056842105263157895,0.037894736842105266,-0.056842105263157895,0.18947368421052632,0.0,35.810526315789474,15.157894736842104,5.11578947368421,0.9473684210526315,0.37894736842105264,7.578947368421052,0.5684210526315789,11.368421052631579,19.326315789473686,1.705263157894737,39.03157894736842,0.9473684210526315,3.031578947368421,2.6526315789473682,4.7368421052631575,1.705263157894737,0.9473684210526315,15.726315789473684,22.926315789473684,12.997894736842103,1.705263157894737,2.2736842105263158,1.5157894736842106,2.8421052631578947,3.789473684210526,2.2736842105263158,11.842105263157894,2.6336842105263156,0.18947368421052632,3.789473684210526,0.3296842105263158,2.8421052631578947,2.2736842105263158,0.5684210526315789,0.10799999999999998,1.6294736842105262,2.1410526315789475,-0.4926315789473685,-0.09473684210526316
1444,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,25.0,1998.0,FW,33,19,1618,18.0,3,0,4,50.0,19.0,38.0,2.78,1.06,0.08,0.21,13.2,0.0,6.2,6.2,6.2,6.2,0.12,-2.2,-2.2,0,0,0,10,1.0,1.5,-1.0,8,5,626,334,83,60,16,26.7,35,58.3,453,48,1227,15,53,24,130,48,31,252,387,65.1,21,29.0,31.0,64.0,48.0,46.0,51.1,52.9,2.0,14.0,1.82,24.0,19.0,5.0,0.28,23.5,23.1,0.4,0.02,80.32138442521632,0.16687268232385663,0.0,0.22249690976514214,2.781211372064277,1.0568603213844252,2.1137206427688504,0.15463535228677378,0.058961681087762674,0.004449938195302843,0.011681087762669963,0.734239802224969,0.0,0.34487021013597036,0.34487021013597036,0.34487021013597036,0.34487021013597036,0.006674907292954264,-0.12237330037082818,-0.12237330037082818,0.0,0.0,0.0,0.5562422744128553,0.055624227441285534,0.08343634116192832,-0.055624227441285534,0.4449938195302843,0.27812113720642767,34.82076637824475,18.578491965389368,4.616810877626699,3.3374536464771323,0.8899876390605685,1.485166872682324,1.946847960444994,3.2428924598269466,25.19777503090235,2.669962917181706,68.25092707045737,0.8343634116192831,2.9480840543881337,1.334981458590853,7.23114956736712,2.669962917181706,1.7243510506798516,14.017305315203956,21.526576019777504,3.6211372064276883,1.1681087762669962,1.6131025957972804,1.7243510506798516,3.559950556242274,2.669962917181706,2.5587144622991347,2.842398022249691,2.942521631644005,0.11124845488257107,0.7787391841779975,0.10123609394313969,1.334981458590853,1.0568603213844252,0.27812113720642767,0.015574783683559952,1.3071693448702102,1.284919653893696,0.022249690976514216,0.0011124845488257107
2395,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,20.0,2003.0,FW,14,2,399,4.4,0,0,2,7.0,4.0,57.1,1.58,0.9,0.29,0.5,14.7,0.0,1.0,1.0,1.0,1.0,0.14,1.0,1.0,0,0,0,1,0.0,0.1,0.0,1,0,123,69,14,18,10,55.6,8,44.4,97,13,329,7,9,8,39,13,9,52,74,70.3,6,5.0,4.0,12.0,3.0,7.0,30.0,13.0,1.0,12.0,1.5,8.0,4.0,4.0,0.9,8.6,5.6,3.0,0.68,540.2255639097745,0.0,0.0,0.45112781954887216,1.5789473684210527,0.9022556390977443,12.879699248120302,0.356390977443609,0.2030075187969925,0.06541353383458647,0.11278195488721804,3.31578947368421,0.0,0.22556390977443608,0.22556390977443608,0.22556390977443608,0.22556390977443608,0.031578947368421054,0.22556390977443608,0.22556390977443608,0.0,0.0,0.0,0.22556390977443608,0.0,0.022556390977443608,0.0,0.22556390977443608,0.0,27.744360902255636,15.56390977443609,3.1578947368421053,4.060150375939849,2.2556390977443606,12.541353383458647,1.8045112781954886,10.015037593984962,21.8796992481203,2.932330827067669,74.21052631578948,1.5789473684210527,2.0300751879699246,1.8045112781954886,8.796992481203008,2.932330827067669,2.0300751879699246,11.729323308270676,16.69172932330827,15.857142857142856,1.3533834586466165,1.1278195488721803,0.9022556390977443,2.706766917293233,0.6766917293233082,1.5789473684210527,6.7669172932330826,2.932330827067669,0.22556390977443608,2.706766917293233,0.3383458646616541,1.8045112781954886,0.9022556390977443,0.9022556390977443,0.2030075187969925,1.9398496240601502,1.263157894736842,0.6766917293233082,0.15338345864661654
2514,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,es La Liga,23.0,2000.0,FW,37,36,2863,31.8,5,0,13,82.0,35.0,42.7,2.58,1.1,0.16,0.37,11.2,0.0,14.5,14.5,14.5,14.5,0.18,-1.5,-1.5,0,0,3,24,2.5,2.1,0.5,15,3,997,471,165,74,29,39.2,39,52.7,620,33,975,26,115,50,183,33,24,423,618,68.4,25,65.0,48.0,88.0,73.0,82.0,47.1,83.7,10.0,1.0,1.11,36.0,35.0,1.0,0.03,40.6,37.5,3.1,0.1,79.02899056933288,0.15717778553964373,0.0,0.4086622424030737,2.5777156828501573,1.1002444987775062,1.3422982885085577,0.08110373733845617,0.03457911281872163,0.0050296891372686,0.011631156129933637,0.3520782396088019,0.0,0.4558155780649668,0.4558155780649668,0.4558155780649668,0.4558155780649668,0.005658400279427174,-0.04715333566189312,-0.04715333566189312,0.0,0.0,0.09430667132378624,0.7544533705902899,0.07858889276982187,0.06601466992665037,0.015717778553964373,0.4715333566189312,0.09430667132378624,31.34125043660496,14.80614739783444,5.186866922808243,2.3262312259867275,0.9116311561299336,1.232273838630807,1.225986727209221,1.656653859587845,19.490045406915822,1.0373733845616486,30.649668180230528,0.8173244848061474,3.6150890674118057,1.5717778553964374,5.7527069507509605,1.0373733845616486,0.7544533705902899,13.297240656653859,19.427174292699966,2.150192106182326,0.7858889276982187,2.0433112120153685,1.5089067411805799,2.7663290254977295,2.2947956688787983,2.5777156828501573,1.4806147397834442,2.631156129933636,0.31435557107928747,0.031435557107928745,0.03489346838980091,1.131680055885435,1.1002444987775062,0.031435557107928745,0.0009430667132378624,1.276283618581907,1.178833391547328,0.09745022703457912,0.0031435557107928748
1246,Kaio Jorge,br BRA,FW,Frosinone,it Serie A,21.0,2002.0,FW,20,8,812,9.0,2,0,3,25.0,12.0,48.0,2.77,1.33,0.08,0.17,14.9,1.0,5.4,3.8,5.4,3.8,0.16,-2.4,-1.8,1,2,0,8,0.3,0.3,-0.3,2,0,245,123,43,18,5,27.8,13,72.2,140,6,183,4,23,9,46,6,6,116,159,73.0,11,8.0,10.0,29.0,8.0,23.0,25.8,23.7,2.0,12.0,0.6,13.0,20.0,-7.0,-0.78,13.1,13.2,-0.1,-0.01,138.10344827586206,0.22167487684729065,0.0,0.33251231527093594,2.770935960591133,1.3300492610837438,5.320197044334975,0.3070197044334975,0.1474137931034483,0.008866995073891626,0.018842364532019706,1.6514778325123154,0.11083743842364532,0.5985221674876847,0.42118226600985226,0.5985221674876847,0.42118226600985226,0.017733990147783252,-0.2660098522167487,-0.19950738916256158,0.11083743842364532,0.22167487684729065,0.0,0.8866995073891626,0.03325123152709359,0.03325123152709359,-0.03325123152709359,0.22167487684729065,0.0,27.155172413793103,13.633004926108375,4.766009852216748,1.9950738916256159,0.5541871921182266,3.0812807881773403,1.4408866995073892,8.002463054187192,15.517241379310345,0.6650246305418719,20.283251231527093,0.4433497536945813,2.5492610837438425,0.9975369458128079,5.098522167487685,0.6650246305418719,0.6650246305418719,12.857142857142856,17.62315270935961,8.091133004926109,1.2192118226600985,0.8866995073891626,1.1083743842364533,3.214285714285714,0.8866995073891626,2.5492610837438425,2.8596059113300494,2.626847290640394,0.22167487684729065,1.3300492610837438,0.06650246305418718,1.4408866995073892,2.2167487684729066,-0.7758620689655172,-0.08645320197044334,1.4519704433497536,1.4630541871921183,-0.011083743842364534,-0.0011083743842364533
1774,Kaoru Mitoma,jp JPN,FW,Brighton,eng Premier League,26.0,1997.0,FW,19,15,1486,16.5,4,0,3,34.0,15.0,44.1,2.06,0.91,0.09,0.2,13.2,0.0,3.5,3.5,3.5,3.5,0.1,-0.5,-0.5,0,0,4,25,2.7,3.6,1.3,34,5,852,514,136,94,39,41.5,44,46.8,616,121,3147,62,38,15,239,121,54,509,650,78.3,64,14.0,23.0,68.0,11.0,11.0,50.0,43.5,12.0,4.0,1.42,32.0,27.0,5.0,0.3,29.2,23.8,5.4,0.32,107.44279946164198,0.24226110363391656,0.0,0.1816958277254374,2.0592193808882904,0.908479138627187,2.67092866756393,0.12476446837146703,0.055114401076716016,0.0054508748317631224,0.01211305518169583,0.7994616419919245,0.0,0.211978465679677,0.211978465679677,0.211978465679677,0.211978465679677,0.006056527590847915,-0.03028263795423957,-0.03028263795423957,0.0,0.0,0.24226110363391656,1.5141318977119786,0.16352624495289367,0.2180349932705249,0.07873485868102288,2.0592193808882904,0.3028263795423957,51.601615074024224,31.13055181695828,8.236877523553161,5.69313593539704,2.362045760430686,2.5134589502018843,2.664872139973082,2.8344549125168235,37.30820995962315,7.328398384925976,190.59892328398382,3.7550471063257063,2.301480484522207,0.908479138627187,14.475100942126515,7.328398384925976,3.2705248990578735,30.827725437415882,39.36742934051144,4.742261103633917,3.876177658142665,0.847913862718708,1.3930013458950201,4.118438761776581,0.6662180349932705,0.6662180349932705,3.0282637954239573,2.6345895020188426,0.7267833109017496,0.24226110363391656,0.08600269179004037,1.9380888290713325,1.6352624495289367,0.3028263795423957,0.01816958277254374,1.7685060565275907,1.4414535666218038,0.32705248990578734,0.019380888290713324
23,Karim Adeyemi,de GER,"FW,MF",Dortmund,de Bundesliga,21.0,2002.0,FW,21,10,913,10.1,6,1,3,23.0,10.0,43.5,2.27,0.99,0.13,0.3,14.6,0.0,3.5,3.5,3.5,3.5,0.15,-0.5,-0.5,0,0,1,9,2.0,1.6,-1.0,10,1,458,227,63,60,18,30.0,32,53.3,310,52,1171,27,29,25,96,52,22,218,299,72.9,26,20.0,19.0,60.0,14.0,9.0,60.9,29.8,1.0,11.0,1.76,19.0,15.0,4.0,0.39,18.4,17.1,1.2,0.12,2.267250821467689,0.5914567360350492,0.09857612267250822,0.2957283680175246,2.267250821467689,0.9857612267250822,4.288061336254107,0.22376779846659364,0.09759036144578313,0.012814895947426068,0.029572836801752465,1.43921139101862,0.0,0.34501642935377874,0.34501642935377874,0.34501642935377874,0.34501642935377874,0.014786418400876232,-0.04928806133625411,-0.04928806133625411,0.0,0.0,0.09857612267250822,0.887185104052574,0.19715224534501644,0.15772179627601315,-0.09857612267250822,0.9857612267250822,0.09857612267250822,45.14786418400877,22.376779846659367,6.210295728368018,5.914567360350493,1.774370208105148,2.9572836801752467,3.154435925520263,5.254107338444688,30.558598028477544,5.125958378970427,115.43263964950712,2.661555312157722,2.8587075575027385,2.464403066812705,9.463307776560788,5.125958378970427,2.168674698795181,21.48959474260679,29.474260679079958,7.18619934282585,2.5629791894852136,1.9715224534501643,1.8729463307776562,5.914567360350493,1.380065717415115,0.887185104052574,6.003285870755751,2.937568455640745,0.09857612267250822,1.0843373493975905,0.17349397590361446,1.8729463307776562,1.4786418400876233,0.39430449069003287,0.038444687842278204,1.813800657174151,1.6856516976998908,0.11829134720700986,0.011829134720700985
