Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
1748,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,17,2006,13.4,1,13,3,23.1,0.97,0.22,0.08,0.33,15.4,0,0,0,1.2,1.2,0.10,-0.2,-0.2,Matches
1749,Arkadiusz Milik,pl POL,FW,Juventus,it Serie A,29,1994,10.2,4,37,13,35.1,3.62,1.27,0.11,0.31,13.6,3,0,0,5.1,5.1,0.14,-1.1,-1.1,Matches
1750,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26,1997,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1751,Éder Militão,br BRA,DF,Real Madrid,es La Liga,25,1998,5.5,0,2,2,100.0,0.36,0.36,0.00,0.00,22.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1752,Luis Milla,es ESP,MF,Getafe,es La Liga,28,1994,23.5,0,16,5,31.3,0.68,0.21,0.00,0.00,25.1,1,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
1753,Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,21,2002,24.9,5,38,17,44.7,1.53,0.68,0.11,0.24,19.4,0,1,1,5.3,4.5,0.12,-0.3,-0.5,Matches
1754,James Milner,eng ENG,"DF,MF",Brighton,eng Premier League,37,1986,8.6,0,5,1,20.0,0.58,0.12,0.00,0.00,17.2,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
1755,Jovan Milošević,rs SRB,"FW,MF",Stuttgart,de Bundesliga,18,2005,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1756,Marko Milovanović,rs SRB,"FW,MF",Almería,es La Liga,19,2003,3.4,1,5,1,20.0,1.46,0.29,0.20,1.00,16.2,0,0,0,1.5,1.5,0.31,-0.5,-0.5,Matches
1757,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,26,1996,21.9,1,10,3,30.0,0.46,0.14,0.10,0.33,10.4,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
1758,Yerry Mina,co COL,"DF,MF",Fiorentina,it Serie A,28,1994,0.5,0,1,0,0.0,2.05,0.00,0.00,,15.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1759,Yerry Mina,co COL,DF,Cagliari,it Serie A,28,1994,13.5,2,2,1,50.0,0.15,0.07,0.50,1.00,17.2,0,1,1,1.3,0.5,0.25,+0.7,+0.5,Matches
1760,Takumi Minamino,jp JPN,MF,Monaco,fr Ligue 1,28,1995,23.5,9,60,28,46.7,2.55,1.19,0.15,0.32,17.1,0,0,0,5.9,5.9,0.10,+3.1,+3.1,Matches
1761,Lucas Mincarelli,fr FRA,"DF,MF",Montpellier,fr Ligue 1,19,2004,10.9,1,6,3,50.0,0.55,0.28,0.17,0.33,17.9,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
1762,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,30,1993,0.3,0,1,0,0.0,3.00,0.00,0.00,,18.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1763,Óscar Mingueza,es ESP,"DF,MF",Celta Vigo,es La Liga,24,1999,33.3,2,28,13,46.4,0.84,0.39,0.07,0.15,20.4,0,0,0,2.6,2.6,0.09,-0.6,-0.6,Matches
1764,Ignasi Miquel,es ESP,DF,Granada,es La Liga,30,1992,33.2,1,22,8,36.4,0.66,0.24,0.05,0.13,12.7,0,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
1765,Rafa Mir,es ESP,"FW,MF",Sevilla,es La Liga,26,1997,4.3,2,15,7,46.7,3.45,1.61,0.13,0.29,16.9,0,0,0,1.4,1.4,0.10,+0.6,+0.6,Matches
1766,Ignacio Miramon,ar ARG,MF,Lille,fr Ligue 1,20,2003,0.4,0,2,1,50.0,4.62,2.31,0.00,0.00,29.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1767,Aleksei Miranchuk,ru RUS,"MF,FW",Atalanta,it Serie A,27,1995,13.1,3,37,21,56.8,2.83,1.61,0.08,0.14,16.4,0,0,0,5.4,5.4,0.15,-2.4,-2.4,Matches
1768,Juan Miranda,es ESP,DF,Betis,es La Liga,23,2000,20.6,1,16,6,37.5,0.78,0.29,0.06,0.17,18.6,1,0,0,1.6,1.6,0.11,-0.6,-0.6,Matches
1769,Kevin Miranda,it ITA,DF,Sassuolo,it Serie A,20,2003,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1770,Antonio Mirante,it ITA,GK,Milan,it Serie A,40,1983,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1771,Fabio Miretti,it ITA,MF,Juventus,it Serie A,19,2003,12.3,1,20,3,15.0,1.63,0.24,0.05,0.33,20.4,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
1772,Filippo Missori,it ITA,DF,Sassuolo,it Serie A,19,2004,3.0,0,4,1,25.0,1.35,0.34,0.00,0.00,16.6,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
1773,Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,eng Premier League,23,1999,35.6,2,12,4,33.3,0.34,0.11,0.17,0.50,12.4,0,0,0,1.6,1.6,0.13,+0.4,+0.4,Matches
1774,Kaoru Mitoma,jp JPN,FW,Brighton,eng Premier League,26,1997,16.5,3,34,15,44.1,2.06,0.91,0.09,0.20,13.2,0,0,0,3.5,3.5,0.10,-0.5,-0.5,Matches
1775,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,28,1994,0.4,0,2,1,50.0,5.45,2.73,0.00,0.00,11.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
1776,Stefan Mitrović,rs SRB,"FW,MF",Hellas Verona,it Serie A,20,2002,4.3,0,7,1,14.3,1.61,0.23,0.00,0.00,15.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
1777,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,33,1990,7.8,1,1,1,100.0,0.13,0.13,1.00,1.00,8.7,0,0,0,0.1,0.1,0.09,+0.9,+0.9,Matches
1778,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,26,1997,23.4,2,21,6,28.6,0.90,0.26,0.10,0.33,23.3,0,0,0,0.9,0.9,0.04,+1.1,+1.1,Matches
1779,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,34,1989,30.9,2,39,6,15.4,1.26,0.19,0.05,0.33,19.5,0,0,0,3.6,3.6,0.09,-1.6,-1.6,Matches
1780,Marko Mladenović,rs SRB,MF,Eint Frankfurt,de Bundesliga,18,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1781,Jakub Moder,pl POL,"MF,DF",Brighton,eng Premier League,24,1999,6.9,0,11,3,27.3,1.60,0.44,0.00,0.00,17.8,1,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
1782,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,37,1985,18.8,2,25,10,40.0,1.33,0.53,0.08,0.20,21.9,1,0,0,1.3,1.3,0.05,+0.7,+0.7,Matches
1783,Max Moerstedt,de GER,"DF,FW",Hoffenheim,de Bundesliga,,,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1784,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,24,1999,21.7,11,46,20,43.5,2.12,0.92,0.17,0.40,15.4,0,3,3,10.7,8.3,0.18,+0.3,-0.3,Matches
1785,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,25,1997,22.2,8,62,23,37.1,2.79,1.03,0.08,0.22,15.6,4,3,3,7.8,5.5,0.09,+0.2,-0.5,Matches
1786,Johan Mojica,co COL,DF,Osasuna,es La Liga,30,1992,22.7,0,17,1,5.9,0.75,0.04,0.00,0.00,22.1,2,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
1787,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,19,2003,20.0,3,33,10,30.3,1.65,0.50,0.09,0.30,20.0,0,0,0,2.0,2.0,0.06,+1.0,+1.0,Matches
1788,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,25,1998,20.6,2,12,4,33.3,0.58,0.19,0.17,0.50,17.4,1,0,0,1.3,1.3,0.11,+0.7,+0.7,Matches
1789,Florent Mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,31,1991,23.1,4,64,26,40.6,2.77,1.12,0.06,0.15,19.4,8,0,0,5.9,5.9,0.09,-1.9,-1.9,Matches
1790,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,25,1998,20.0,1,16,5,31.3,0.80,0.25,0.06,0.20,23.0,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
1791,Enzo Mongo,fr FRA,DF,Nantes,fr Ligue 1,18,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1792,Ilario Monterisi,it ITA,DF,Frosinone,it Serie A,21,2001,16.3,2,5,3,60.0,0.31,0.18,0.40,0.67,8.7,0,0,0,1.1,1.1,0.22,+0.9,+0.9,Matches
1793,César Montes,mx MEX,DF,Almería,es La Liga,26,1997,19.9,0,13,2,15.4,0.65,0.10,0.00,0.00,11.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
1794,Gonzalo Montiel,ar ARG,DF,Nott'ham Forest,eng Premier League,26,1997,8.9,0,3,0,0.0,0.34,0.00,0.00,,18.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1795,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,27,1996,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1796,Kieffer Moore,wls WAL,"FW,MF",Bournemouth,eng Premier League,30,1992,1.2,1,6,2,33.3,5.00,1.67,0.17,0.50,12.5,0,0,0,1.5,1.5,0.25,-0.5,-0.5,Matches
1797,Mikey Moore,eng ENG,MF,Tottenham,eng Premier League,15,2007,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1798,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,30,1992,21.2,15,66,33,50.0,3.12,1.56,0.23,0.45,11.4,0,0,1,13.8,12.9,0.20,+1.2,+2.1,Matches
1799,Diego Moreira,be BEL,"FW,MF",Lyon,fr Ligue 1,18,2004,3.0,0,5,2,40.0,1.67,0.67,0.00,0.00,11.3,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches
1800,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,31,1992,16.5,2,17,5,29.4,1.03,0.30,0.12,0.40,19.8,0,0,0,0.7,0.7,0.04,+1.3,+1.3,Matches
1801,Álex Moreno,es ESP,DF,Aston Villa,eng Premier League,30,1993,11.5,2,8,4,50.0,0.70,0.35,0.25,0.50,12.3,0,0,0,1.1,1.1,0.14,+0.9,+0.9,Matches
1802,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,31,1992,24.6,10,60,18,30.0,2.44,0.73,0.13,0.44,15.3,0,2,3,9.7,7.3,0.12,+0.3,+0.7,Matches
1803,Jorge Moreno,es ESP,DF,Osasuna,es La Liga,22,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1804,Mateu Morey,es ESP,DF,Dortmund,de Bundesliga,23,2000,1.2,0,1,1,100.0,0.82,0.82,0.00,0.00,26.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1805,Ilaix Moriba,gn GUI,"MF,FW",Getafe,es La Liga,20,2003,6.7,0,4,1,25.0,0.60,0.15,0.00,0.00,21.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
1806,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,24,1999,17.9,0,11,4,36.4,0.61,0.22,0.00,0.00,16.3,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches
1807,Nikola Moro,hr CRO,MF,Bologna,it Serie A,25,1998,9.3,1,11,1,9.1,1.18,0.11,0.09,1.00,22.1,1,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
1808,Carlton Morris,eng ENG,"FW,MF",Luton Town,eng Premier League,27,1995,31.8,11,66,26,39.4,2.08,0.82,0.09,0.23,13.5,0,5,5,11.4,7.5,0.11,-0.4,-1.5,Matches
1809,Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,19,2004,34.2,0,9,2,22.2,0.26,0.06,0.00,0.00,14.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
1810,Yerson Mosquera,co COL,DF,Villarreal,es La Liga,22,2001,13.7,2,10,4,40.0,0.73,0.29,0.20,0.50,8.4,0,0,0,1.6,1.6,0.16,+0.4,+0.4,Matches
1811,Dany Mota,pt POR,"FW,MF",Monza,it Serie A,25,1998,22.8,4,38,11,28.9,1.67,0.48,0.11,0.36,14.4,0,0,0,3.6,3.6,0.09,+0.4,+0.4,Matches
1812,Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,27,1996,6.9,3,16,7,43.8,2.33,1.02,0.19,0.43,9.8,0,0,0,4.6,4.6,0.31,-1.6,-1.6,Matches
1813,Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,18,2004,6.9,5,14,7,50.0,2.02,1.01,0.36,0.71,13.0,0,0,0,3.9,3.9,0.28,+1.1,+1.1,Matches
1814,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,28,1994,19.7,6,60,25,41.7,3.05,1.27,0.10,0.24,11.4,0,0,0,8.9,8.9,0.15,-2.9,-2.9,Matches
1815,Mason Mount,eng ENG,"MF,FW",Manchester Utd,eng Premier League,24,1999,5.7,1,5,1,20.0,0.87,0.17,0.20,1.00,13.6,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
1816,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,26,1996,12.3,1,15,5,33.3,1.22,0.41,0.07,0.20,17.1,0,0,0,1.8,1.8,0.12,-0.8,-0.8,Matches
1817,Loris Mouyokolo,fr FRA,DF,Lorient,fr Ligue 1,22,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1818,Divin Mubama,eng ENG,FW,West Ham,eng Premier League,18,2004,0.9,0,1,0,0.0,1.13,0.00,0.00,,12.5,0,0,0,0.1,0.1,0.15,-0.1,-0.1,Matches
1819,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,22,2001,17.5,5,35,12,34.3,2.00,0.69,0.14,0.42,17.2,0,0,0,4.4,4.4,0.13,+0.6,+0.6,Matches
1820,François Mughe,cm CMR,"MF,DF",Marseille,fr Ligue 1,19,2004,2.0,0,3,0,0.0,1.53,0.00,0.00,,26.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1821,Nordi Mukiele,fr FRA,DF,Paris S-G,fr Ligue 1,25,1997,8.8,0,9,5,55.6,1.02,0.57,0.00,0.00,12.5,0,0,0,1.3,1.3,0.14,-1.3,-1.3,Matches
1822,Samuele Mulattieri,it ITA,"FW,MF",Sassuolo,it Serie A,22,2000,5.1,0,13,5,38.5,2.53,0.97,0.00,0.00,11.5,0,0,0,1.6,1.6,0.12,-1.6,-1.6,Matches
1823,Andreas Müller,de GER,MF,Darmstadt 98,de Bundesliga,23,2000,3.9,0,3,1,33.3,0.77,0.26,0.00,0.00,30.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1824,Jannik Müller,de GER,"DF,MF",Darmstadt 98,de Bundesliga,29,1994,12.6,0,3,0,0.0,0.24,0.00,0.00,,13.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
1825,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,32,1991,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1826,Marcus Müller,de GER,MF,Mainz 05,de Bundesliga,20,2002,0.2,0,1,0,0.0,5.00,0.00,0.00,,16.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1827,Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,33,1989,18.4,5,36,11,30.6,1.96,0.60,0.14,0.45,11.9,0,0,0,5.7,5.7,0.17,-0.7,-0.7,Matches
1828,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,25,1998,18.8,1,6,1,16.7,0.32,0.05,0.17,1.00,15.9,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
1829,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,27,1996,24.1,4,44,16,36.4,1.82,0.66,0.09,0.25,12.8,0,0,0,6.2,6.2,0.15,-2.2,-2.2,Matches
1830,Iker Muniain,es ESP,"MF,FW",Athletic Club,es La Liga,30,1992,6.6,2,13,7,53.8,1.97,1.06,0.15,0.29,14.3,0,0,0,1.7,1.7,0.13,+0.3,+0.3,Matches
1831,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,22,2001,17.7,9,73,26,35.6,4.12,1.47,0.12,0.35,11.8,0,0,0,8.7,8.7,0.12,+0.3,+0.3,Matches
1832,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,25,1997,12.5,0,7,2,28.6,0.56,0.16,0.00,0.00,24.2,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1833,Daniel Muñoz,co COL,"DF,MF",Crystal Palace,eng Premier League,27,1996,16.0,0,8,0,0.0,0.50,0.00,0.00,,8.5,0,0,0,1.2,1.2,0.15,-1.2,-1.2,Matches
1834,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,20,2002,20.6,4,23,6,26.1,1.12,0.29,0.17,0.67,21.6,0,0,0,1.1,1.1,0.05,+2.9,+2.9,Matches
1835,Javier Muñoz,es ESP,MF,Las Palmas,es La Liga,28,1995,29.3,2,38,9,23.7,1.30,0.31,0.05,0.22,21.0,0,0,0,2.5,2.5,0.07,-0.5,-0.5,Matches
1836,Finley Munroe,eng ENG,MF,Aston Villa,eng Premier League,18,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1837,Arijanet Muric,xk KVX,GK,Burnley,eng Premier League,24,1998,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1838,Luis Muriel,co COL,"FW,MF",Atalanta,it Serie A,32,1991,4.5,2,23,9,39.1,5.06,1.98,0.09,0.22,23.6,4,0,0,1.5,1.5,0.07,+0.5,+0.5,Matches
1839,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,21,2002,31.0,0,17,6,35.3,0.55,0.19,0.00,0.00,22.6,2,0,0,1.8,1.8,0.11,-1.8,-1.8,Matches
1840,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,29,1994,25.9,7,62,21,33.9,2.40,0.81,0.10,0.29,14.1,0,1,3,10.4,8.0,0.13,-3.4,-2.0,Matches
1841,Alex Murphy,ie IRL,"DF,FW",Newcastle Utd,eng Premier League,19,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1842,Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,eng Premier League,28,1995,13.2,3,30,10,33.3,2.27,0.76,0.10,0.30,19.6,0,0,0,2.1,2.1,0.07,+0.9,+0.9,Matches
1843,Yunus Musah,us USA,"MF,FW",Milan,it Serie A,20,2002,16.4,0,14,5,35.7,0.85,0.30,0.00,0.00,20.7,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
1844,Jamal Musiala,de GER,"MF,FW",Bayern Munich,de Bundesliga,20,2003,19.5,10,58,21,36.2,2.97,1.08,0.17,0.48,15.8,0,0,0,7.9,7.9,0.14,+2.1,+2.1,Matches
1845,Florent Muslija,xk KVX,"MF,FW",Freiburg,de Bundesliga,25,1998,1.2,0,2,1,50.0,1.71,0.86,0.00,0.00,33.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1846,Juan Musso,ar ARG,GK,Atalanta,it Serie A,29,1994,11.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1847,Kingstone Mutandwa,zm ZAM,"FW,MF",Cagliari,it Serie A,20,2003,0.4,1,2,1,50.0,4.62,2.31,0.50,1.00,19.1,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
1848,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,29,1994,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1849,Joel Mvuka,no NOR,"DF,FW",Lorient,fr Ligue 1,20,2002,2.2,0,1,0,0.0,0.46,0.00,0.00,,18.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1850,Junior Mwanga,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20,2003,16.1,1,20,4,20.0,1.24,0.25,0.05,0.25,19.9,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches
1851,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,29,1994,22.2,1,24,9,37.5,1.08,0.41,0.04,0.11,19.2,0,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
1852,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,24,1999,27.4,2,26,5,19.2,0.95,0.18,0.08,0.40,18.9,0,0,0,1.5,1.5,0.06,+0.5,+0.5,Matches
1853,Joakim Mæhle,dk DEN,"DF,MF",Wolfsburg,de Bundesliga,26,1997,27.2,2,20,6,30.0,0.73,0.22,0.10,0.33,18.8,0,0,0,1.4,1.4,0.07,+0.6,+0.6,Matches
1854,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,23,1999,24.1,0,9,1,11.1,0.37,0.04,0.00,0.00,13.2,0,0,0,1.0,1.0,0.11,-1.0,-1.0,Matches
1855,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,27,1996,17.8,0,7,1,14.3,0.39,0.06,0.00,0.00,20.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
1856,Nathan N'Goumou,cm CMR,"FW,MF",Gladbach,de Bundesliga,23,2000,15.4,5,31,11,35.5,2.01,0.71,0.16,0.45,15.8,0,0,0,3.8,3.8,0.12,+1.2,+1.2,Matches
1857,Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,24,1999,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1858,Nacho,es ESP,DF,Real Madrid,es La Liga,33,1990,19.4,0,5,1,20.0,0.26,0.05,0.00,0.00,11.7,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
1859,Bilal Nadir,ma MAR,"MF,FW",Marseille,fr Ligue 1,19,2003,1.3,0,1,0,0.0,0.80,0.00,0.00,,15.9,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
1860,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,18,2005,1.2,0,3,2,66.7,2.55,1.70,0.00,0.00,18.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1861,Marvelous Nakamba,zw ZIM,MF,Luton Town,eng Premier League,29,1994,12.6,0,5,0,0.0,0.40,0.00,0.00,,23.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1862,Keito Nakamura,jp JPN,"FW,MF",Reims,fr Ligue 1,23,2000,15.3,4,41,12,29.3,2.67,0.78,0.10,0.33,16.5,0,0,0,3.2,3.2,0.08,+0.8,+0.8,Matches
1863,Nahitan Nández,uy URU,"MF,DF",Cagliari,it Serie A,27,1995,26.0,2,22,5,22.7,0.85,0.19,0.05,0.20,18.1,0,1,1,3.7,2.9,0.13,-1.7,-1.9,Matches
1864,Matija Nastasić,rs SRB,DF,Mallorca,es La Liga,30,1993,25.1,2,8,2,25.0,0.32,0.08,0.25,1.00,10.2,0,0,0,1.0,1.0,0.13,+1.0,+1.0,Matches
1865,Natan,br BRA,DF,Napoli,it Serie A,22,2001,10.6,0,6,1,16.7,0.57,0.09,0.00,0.00,14.1,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1866,Lapo Nava,it ITA,GK,Milan,it Serie A,19,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1867,Roberto Navarro,es ESP,"MF,FW",Cádiz,es La Liga,21,2002,21.0,1,30,9,30.0,1.43,0.43,0.03,0.11,19.1,0,0,0,2.1,2.1,0.07,-1.1,-1.1,Matches
1868,Jesús Navas,es ESP,DF,Sevilla,es La Liga,37,1985,22.3,0,7,2,28.6,0.31,0.09,0.00,0.00,25.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1869,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,36,1986,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1870,Michel Ndary Adopo,fr FRA,MF,Atalanta,it Serie A,23,2000,1.2,0,1,1,100.0,0.83,0.83,0.00,0.00,9.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1871,Youssouf Ndayishimiye,bi BDI,"MF,DF",Nice,fr Ligue 1,24,1998,19.0,0,14,3,21.4,0.74,0.16,0.00,0.00,16.0,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
1872,Bassirou Ndiaye,sn SEN,FW,Lorient,fr Ligue 1,21,2002,1.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1873,Iliman Ndiaye,sn SEN,"FW,MF",Marseille,fr Ligue 1,23,2000,18.0,3,35,9,25.7,1.95,0.50,0.09,0.33,15.6,0,0,0,4.5,4.5,0.13,-1.5,-1.5,Matches
1874,Massamba Ndiaye,sn SEN,GK,Clermont Foot,fr Ligue 1,21,2001,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1875,Rassoul Ndiaye,sn SEN,"MF,FW",Le Havre,fr Ligue 1,21,2001,5.8,0,6,1,16.7,1.03,0.17,0.00,0.00,26.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1876,Michael Ndiweni,eng ENG,FW,Newcastle Utd,eng Premier League,19,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1877,Cher Ndour,it ITA,MF,Paris S-G,fr Ligue 1,19,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1878,Dan Ndoye,ch SUI,"FW,MF",Bologna,it Serie A,22,2000,19.7,1,41,16,39.0,2.08,0.81,0.02,0.06,16.7,0,0,0,4.9,4.9,0.13,-3.9,-3.9,Matches
1879,Joseph Nduquidi,fr FRA,"MF,DF",Metz,fr Ligue 1,18,2004,8.3,0,4,1,25.0,0.48,0.12,0.00,0.00,19.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1880,Loïc Nego,hu HUN,"DF,MF",Le Havre,fr Ligue 1,32,1991,17.3,0,18,4,22.2,1.04,0.23,0.00,0.00,17.0,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
1881,Álvaro Negredo,es ESP,"FW,MF",Cádiz,es La Liga,37,1985,0.6,0,3,1,33.3,5.00,1.67,0.00,0.00,29.1,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
