Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
999,Iron Gomis,fr FRA,MF,Salernitana,it Serie A,23,1999,1.5,4,1,2,2,0,0,1,0.0,1,2,0,2,2,6,2,0,Matches
1000,Maxime Gonalons,fr FRA,MF,Clermont Foot,fr Ligue 1,34,1989,14.4,47,33,14,27,6,25,57,43.9,32,18,3,15,20,67,11,0,Matches
1001,Édgar González,es ESP,"DF,MF",Almería,es La Liga,26,1997,28.0,45,21,22,20,3,25,49,51.0,24,48,28,20,38,83,130,3,Matches
1002,Enso Gonzalez,py PAR,"MF,DF",Wolves,eng Premier League,18,2005,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
1003,Fabio González,es ESP,MF,Las Palmas,es La Liga,26,1997,1.4,2,2,2,0,0,1,2,50.0,1,2,0,2,0,2,0,0,Matches
1004,Giovanni González,uy URU,DF,Mallorca,es La Liga,28,1994,27.4,73,45,37,32,4,40,81,49.4,41,24,3,21,31,104,60,2,Matches
1005,Hugo González,es ESP,"MF,FW",Valencia,es La Liga,20,2003,1.0,2,1,0,2,0,0,0,,0,0,0,0,0,2,0,0,Matches
1006,Iñaki González,es ESP,MF,Las Palmas,es La Liga,19,2004,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches
1007,Joan Gonzàlez,es ESP,MF,Lecce,it Serie A,21,2002,14.3,31,18,16,12,3,17,28,60.7,11,20,3,17,5,36,9,0,Matches
1008,Nicolás González,ar ARG,FW,Fiorentina,it Serie A,25,1998,21.3,28,18,15,8,5,8,28,28.6,20,26,1,25,12,40,9,0,Matches
1009,Peter González,do DOM,"MF,FW",Valencia,es La Liga,21,2002,7.2,5,3,3,1,1,1,10,10.0,9,11,0,11,7,12,10,0,Matches
1010,Urko González,es ESP,MF,Real Sociedad,es La Liga,22,2001,1.7,4,1,0,3,1,2,2,100.0,0,1,0,1,1,5,6,0,Matches
1011,Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,22,2001,32.1,55,34,16,28,11,22,64,34.4,42,27,0,27,7,62,7,0,Matches
1012,Kaide Gordon,eng ENG,FW,Liverpool,eng Premier League,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1013,Daniel Gore,eng ENG,MF,Manchester Utd,eng Premier League,18,2004,0.0,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,Matches
1014,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,28,1995,24.9,41,23,18,14,9,24,54,44.4,30,44,8,36,31,72,42,1,Matches
1015,Mathieu Gorgelin,fr FRA,GK,Le Havre,fr Ligue 1,32,1990,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1016,Andoni Gorosabel,es ESP,DF,Alavés,es La Liga,26,1996,31.7,62,42,40,17,5,38,75,50.7,37,24,8,16,28,90,69,0,Matches
1017,Robin Gosens,de GER,"DF,MF",Union Berlin,de Bundesliga,29,1994,25.4,63,44,25,31,7,30,44,68.2,14,52,9,43,36,99,75,0,Matches
1018,Mario Götze,de GER,MF,Eint Frankfurt,de Bundesliga,31,1992,23.0,51,34,18,25,8,28,62,45.2,34,19,3,16,14,65,10,0,Matches
1019,Amine Gouiri,dz ALG,"FW,MF",Rennes,fr Ligue 1,23,2000,23.0,20,10,4,11,5,8,19,42.1,11,18,1,17,14,34,12,0,Matches
1020,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,32,1991,28.8,35,23,13,17,5,16,25,64.0,9,44,24,20,35,70,108,0,Matches
1021,Pablo Gozalbez,es ESP,"MF,FW",Valencia,es La Liga,22,2001,1.1,1,0,0,0,1,1,6,16.7,5,0,0,0,1,2,2,0,Matches
1022,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,30,1992,23.5,32,20,15,14,3,19,35,54.3,16,30,17,13,37,69,61,0,Matches
1023,Jens Grahl,de GER,GK,Eint Frankfurt,de Bundesliga,34,1988,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
1024,Samuel Grandsir,fr FRA,"MF,FW",Le Havre,fr Ligue 1,26,1996,6.7,16,12,5,9,2,8,18,44.4,10,4,0,4,3,19,3,1,Matches
1025,Alberto Grassi,it ITA,MF,Empoli,it Serie A,28,1995,20.1,30,18,13,13,4,10,26,38.5,16,26,11,15,41,71,37,0,Matches
1026,Ryan Gravenberch,nl NED,MF,Liverpool,eng Premier League,21,2002,12.5,26,12,5,13,8,12,29,41.4,17,20,2,18,14,40,11,0,Matches
1027,Ryan Gravenberch,nl NED,FW,Bayern Munich,de Bundesliga,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1028,Adrian Grbić,at AUT,FW,Lorient,fr Ligue 1,26,1996,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1029,Ivo Grbić,hr CRO,GK,Sheffield Utd,eng Premier League,27,1996,8.6,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,9,1,Matches
1030,Jack Grealish,eng ENG,"FW,MF",Manchester City,eng Premier League,27,1995,11.2,13,8,6,7,0,6,12,50.0,6,13,2,11,6,19,5,0,Matches
1031,Mason Greenwood,eng ENG,"MF,FW",Getafe,es La Liga,21,2001,29.6,11,6,3,5,3,4,21,19.0,17,9,0,9,4,15,4,0,Matches
1032,Michael Gregoritsch,at AUT,FW,Freiburg,de Bundesliga,29,1994,18.7,16,12,8,5,3,2,14,14.3,12,17,4,13,9,25,27,0,Matches
1033,Dominik Greif,sk SVK,GK,Mallorca,es La Liga,26,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1034,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,32,1991,29.4,33,19,14,14,5,15,41,36.6,26,34,3,31,10,43,23,1,Matches
1035,Vincenzo Grifo,it ITA,"MF,FW",Freiburg,de Bundesliga,30,1993,25.8,31,20,14,11,6,14,31,45.2,17,22,1,21,15,46,20,0,Matches
1036,Florian Grillitsch,at AUT,"DF,MF",Hoffenheim,de Bundesliga,27,1995,25.5,54,28,31,19,4,22,54,40.7,32,41,20,21,52,106,90,2,Matches
1037,Álex Grimaldo,es ESP,DF,Leverkusen,de Bundesliga,27,1995,30.9,45,24,26,10,9,30,55,54.5,25,32,7,25,22,67,41,0,Matches
1038,Christian Groß,de GER,"DF,MF",Werder Bremen,de Bundesliga,34,1989,8.9,21,16,11,9,1,11,25,44.0,14,17,6,11,13,34,28,1,Matches
1039,Pascal Groß,de GER,"MF,DF",Brighton,eng Premier League,32,1991,34.6,70,46,33,21,16,31,72,43.1,41,41,8,33,22,92,32,3,Matches
1040,Brajan Gruda,de GER,"MF,FW",Mainz 05,de Bundesliga,19,2004,18.2,22,14,5,11,6,14,24,58.3,10,15,0,15,5,27,4,0,Matches
1041,Ilia Gruev,bg BUL,MF,Werder Bremen,de Bundesliga,23,2000,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1042,Vicente Guaita,es ESP,GK,Celta Vigo,es La Liga,36,1987,26.7,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,9,1,Matches
1043,Andrés Guardado,mx MEX,MF,Betis,es La Liga,36,1986,5.0,17,12,5,9,3,7,14,50.0,7,4,2,2,6,23,5,0,Matches
1044,Sergi Guardiola,es ESP,"FW,MF",Cádiz,es La Liga,32,1991,5.5,10,7,2,6,2,4,9,44.4,5,10,0,10,0,10,4,0,Matches
1045,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,es La Liga,31,1991,19.4,31,24,18,10,3,17,31,54.8,14,17,9,8,27,58,56,0,Matches
1046,Gabriel Gudmundsson,se SWE,"DF,FW",Lille,fr Ligue 1,24,1999,14.1,22,16,7,13,2,12,20,60.0,8,14,3,11,15,37,25,0,Matches
1047,Gonçalo Guedes,pt POR,"FW,MF",Villarreal,es La Liga,26,1996,10.6,6,4,1,2,3,2,7,28.6,5,8,0,8,2,8,3,0,Matches
1048,Axel Gueguin,fr FRA,"DF,FW",Montpellier,fr Ligue 1,18,2005,1.5,9,5,6,2,1,2,6,33.3,4,2,0,2,2,11,6,0,Matches
1049,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,23,2000,22.5,28,19,21,7,0,14,24,58.3,10,22,17,5,18,46,89,1,Matches
1050,Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,24,1999,26.3,34,15,11,18,5,21,49,42.9,28,24,6,18,21,55,24,1,Matches
1051,Mattéo Guendouzi,fr FRA,MF,Marseille,fr Ligue 1,24,1999,0.2,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,Matches
1052,Javier Guerra,es ESP,MF,Valencia,es La Liga,20,2003,27.8,54,24,25,22,7,22,58,37.9,36,27,7,20,18,72,44,0,Matches
1053,Raphaël Guerreiro,pt POR,"DF,MF",Bayern Munich,de Bundesliga,29,1993,13.2,19,16,6,9,4,9,15,60.0,6,7,1,6,15,34,5,1,Matches
1054,Axel Guessand,fr FRA,DF,Udinese,it Serie A,18,2004,0.5,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
1055,Evann Guessand,ci CIV,FW,Nice,fr Ligue 1,22,2001,17.3,16,7,2,7,7,6,7,85.7,1,12,1,11,12,28,7,0,Matches
1056,Ander Guevara,es ESP,MF,Alavés,es La Liga,26,1997,32.6,59,32,28,25,6,31,64,48.4,33,34,12,22,13,72,46,1,Matches
1057,Pape Gueye,sn SEN,"MF,DF",Marseille,fr Ligue 1,24,1999,8.5,33,21,11,19,3,13,19,68.4,6,17,3,14,13,46,12,0,Matches
1058,Josuha Guilavogui,fr FRA,DF,Mainz 05,de Bundesliga,32,1990,4.5,15,10,10,5,0,6,7,85.7,1,13,7,6,13,28,21,0,Matches
1059,Morgan Guilavogui,gn GUI,"FW,MF",Lens,fr Ligue 1,25,1998,6.3,21,10,4,12,5,5,11,45.5,6,11,2,9,4,25,7,0,Matches
1060,Frederic Guilbert,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,28,1994,27.7,87,50,49,30,8,47,72,65.3,25,39,10,29,71,158,99,1,Matches
1061,Hugo Guillamón,es ESP,MF,Valencia,es La Liga,23,2000,14.6,24,15,7,14,3,11,17,64.7,6,8,3,5,12,36,25,2,Matches
1062,Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,25,1997,36.3,88,53,45,32,11,40,77,51.9,37,52,14,38,35,123,20,0,Matches
1063,Serhou Guirassy,gn GUI,FW,Stuttgart,de Bundesliga,27,1996,24.5,6,3,1,4,1,2,5,40.0,3,8,1,7,6,12,29,0,Matches
1064,Marc Guiu,es ESP,"FW,MF",Barcelona,es La Liga,17,2006,0.8,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
1065,Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,33,1990,13.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,1,Matches
1066,Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,32,1991,22.7,37,23,23,13,1,17,23,73.9,6,24,14,10,25,62,82,0,Matches
1067,Arda Güler,tr TUR,"FW,MF",Real Madrid,es La Liga,18,2005,4.2,6,4,1,3,2,5,8,62.5,3,0,0,0,2,8,5,0,Matches
1068,Gerard Gumbau,es ESP,MF,Granada,es La Liga,28,1994,29.7,55,34,21,30,4,23,62,37.1,39,24,5,19,25,80,30,2,Matches
1069,Robert Gumny,pl POL,DF,Augsburg,de Bundesliga,25,1998,5.3,6,5,1,3,2,1,5,20.0,4,13,5,8,7,13,15,0,Matches
1070,İlkay Gündoğan,de GER,MF,Barcelona,es La Liga,32,1990,33.3,32,22,14,16,2,12,39,30.8,27,19,4,15,21,53,18,1,Matches
1071,Christian Günter,de GER,DF,Freiburg,de Bundesliga,30,1993,11.8,20,12,9,11,0,7,18,38.9,11,9,3,6,2,22,16,0,Matches
1072,Jon Guridi,es ESP,MF,Alavés,es La Liga,28,1995,29.8,42,24,10,27,5,12,45,26.7,33,23,3,20,22,64,22,0,Matches
1073,Gorka Guruzeta,es ESP,FW,Athletic Club,es La Liga,26,1996,24.6,34,23,6,25,3,9,30,30.0,21,36,2,34,17,51,23,0,Matches
1074,Malo Gusto,fr FRA,DF,Chelsea,eng Premier League,20,2003,19.5,55,27,34,15,6,35,52,67.3,17,28,4,24,17,72,43,1,Matches
1075,Miguel Gutiérrez,es ESP,DF,Girona,es La Liga,22,2001,33.7,29,18,11,14,4,13,35,37.1,22,27,11,16,22,51,66,2,Matches
1076,Albert Guðmundsson,is ISL,"FW,MF",Genoa,it Serie A,26,1997,33.5,23,10,8,10,5,12,44,27.3,32,15,2,13,11,34,13,0,Matches
1077,Joško Gvardiol,hr CRO,DF,Manchester City,eng Premier League,21,2002,25.9,55,33,21,24,10,21,38,55.3,17,36,12,24,27,82,37,3,Matches
1078,Emmanuel Gyasi,gh GHA,"DF,FW",Empoli,it Serie A,29,1994,20.9,34,17,18,13,3,15,32,46.9,17,30,12,18,5,39,27,1,Matches
1079,Norbert Gyömbér,sk SVK,DF,Salernitana,it Serie A,31,1992,19.6,36,18,30,6,0,20,26,76.9,6,33,23,10,23,59,77,2,Matches
1080,Erling Haaland,no NOR,FW,Manchester City,eng Premier League,23,2000,28.4,6,3,0,3,3,2,3,66.7,1,11,1,10,2,8,16,0,Matches
1081,Nicolas Haas,ch SUI,MF,Empoli,it Serie A,27,1996,1.0,5,3,1,2,2,3,3,100.0,0,1,0,1,1,6,1,0,Matches
1082,Janik Haberer,de GER,"MF,DF",Union Berlin,de Bundesliga,29,1994,13.6,36,24,16,13,7,22,45,48.9,23,21,4,17,12,48,18,0,Matches
1083,Robin Hack,de GER,"FW,MF",Gladbach,de Bundesliga,24,1998,15.0,15,8,6,7,2,4,17,23.5,13,16,0,16,14,29,21,0,Matches
1084,Antwoine Hackford,eng ENG,FW,Sheffield Utd,eng Premier League,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1085,Munir El Haddadi,ma MAR,FW,Las Palmas,es La Liga,27,1995,27.2,40,27,18,17,5,17,38,44.7,21,27,1,26,11,51,16,0,Matches
1086,Jaouen Hadjam,dz ALG,DF,Nantes,fr Ligue 1,20,2003,1.2,6,4,5,1,0,1,2,50.0,1,0,0,0,3,9,2,0,Matches
1087,Ianis Hagi,ro ROU,"MF,FW",Alavés,es La Liga,24,1998,8.9,17,12,2,14,1,5,12,41.7,7,8,0,8,5,22,4,0,Matches
1088,Amadou Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,25,1998,17.0,42,27,24,16,2,23,41,56.1,18,28,6,22,21,63,37,0,Matches
1089,Massadio Haïdara,ml MLI,DF,Lens,fr Ligue 1,30,1992,8.2,9,8,5,3,1,4,6,66.7,2,7,2,5,11,20,32,3,Matches
1090,Oualid El Hajjam,ma MAR,"DF,MF",Le Havre,fr Ligue 1,32,1991,4.4,8,7,5,2,1,2,9,22.2,7,5,1,4,6,14,10,0,Matches
1091,Achraf Hakimi,ma MAR,DF,Paris S-G,fr Ligue 1,24,1998,21.5,29,19,14,9,6,17,34,50.0,17,28,4,24,12,41,28,2,Matches
1092,Lewis Hall,eng ENG,DF,Newcastle Utd,eng Premier League,18,2004,8.7,28,18,17,10,1,17,28,60.7,11,17,2,15,12,40,22,1,Matches
1093,Sébastien Haller,ci CIV,FW,Dortmund,de Bundesliga,29,1994,4.4,1,0,0,1,0,1,1,100.0,0,4,1,3,0,1,7,0,Matches
1094,Gustavo Hamer,nl NED,MF,Sheffield Utd,eng Premier League,26,1997,32.3,39,21,17,15,7,16,59,27.1,43,33,9,24,29,68,35,0,Matches
1095,Andreas Hanche-Olsen,no NOR,DF,Mainz 05,de Bundesliga,26,1997,11.0,20,12,10,8,2,10,16,62.5,6,10,4,6,11,31,41,0,Matches
1096,Isak Hansen-Aarøen,no NOR,MF,Werder Bremen,de Bundesliga,18,2004,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,Matches
1097,Ridgeciano Haps,sr SUR,DF,Genoa,it Serie A,30,1993,8.6,7,6,3,2,2,5,8,62.5,3,3,0,3,6,13,11,1,Matches
1098,Genki Haraguchi,jp JPN,MF,Stuttgart,de Bundesliga,32,1991,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0,Matches
1099,Amine Harit,ma MAR,"MF,FW",Marseille,fr Ligue 1,26,1997,20.2,28,16,8,17,3,13,37,35.1,24,31,4,27,12,40,4,0,Matches
1100,Luke Harris,wls WAL,MF,Fulham,eng Premier League,18,2005,0.8,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,Matches
1101,Jack Harrison,eng ENG,"MF,FW",Everton,eng Premier League,26,1996,24.6,37,22,12,12,13,17,49,34.7,32,25,5,20,12,49,24,0,Matches
1102,Abdou Harroui,nl NED,"MF,FW",Frosinone,it Serie A,25,1998,11.3,23,11,11,11,1,8,16,50.0,8,19,3,16,5,28,8,0,Matches
1103,Makoto Hasebe,jp JPN,"DF,MF",Eint Frankfurt,de Bundesliga,39,1984,2.4,4,2,2,2,0,3,6,50.0,3,2,1,1,2,6,5,0,Matches
1104,Daiki Hashioka,jp JPN,DF,Luton Town,eng Premier League,24,1999,6.6,11,5,6,4,1,5,11,45.5,6,12,7,5,8,19,20,0,Matches
1105,Hans Hateboer,nl NED,DF,Atalanta,it Serie A,29,1994,12.4,12,5,8,2,2,5,15,33.3,10,21,7,14,4,16,21,0,Matches
1106,Pantelis Hatzidiakos,gr GRE,DF,Cagliari,it Serie A,26,1997,9.5,22,10,12,10,0,10,17,58.8,7,14,5,9,13,35,30,1,Matches
1107,Kai Havertz,de GER,"MF,FW",Arsenal,eng Premier League,24,1999,29.3,35,15,7,21,7,14,39,35.9,25,26,1,25,20,55,22,0,Matches
1108,Thorgan Hazard,be BEL,DF,Dortmund,de Bundesliga,30,1993,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1109,Jan Paul van Hecke,nl NED,DF,Brighton,eng Premier League,23,2000,26.3,47,26,25,19,3,27,45,60.0,18,49,27,22,30,77,76,4,Matches
1110,Hwang Hee-chan,kr KOR,"FW,MF",Wolves,eng Premier League,27,1996,23.5,20,10,11,8,1,9,24,37.5,15,19,1,18,10,30,9,0,Matches
1111,Silvan Hefti,ch SUI,"MF,DF",Genoa,it Serie A,25,1997,1.3,6,1,2,3,1,4,7,57.1,3,2,0,2,0,6,1,0,Matches
1112,Silvan Hefti,ch SUI,"DF,FW",Montpellier,fr Ligue 1,25,1997,7.9,21,15,10,7,4,15,29,51.7,14,7,2,5,8,29,11,0,Matches
1113,Dominique Heintz,de GER,DF,Köln,de Bundesliga,29,1993,6.3,12,5,6,6,0,8,12,66.7,4,6,1,5,3,15,28,0,Matches
1114,Dean Henderson,eng ENG,GK,Crystal Palace,eng Premier League,26,1997,18.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,8,2,Matches
1115,Liam Henderson,sct SCO,MF,Empoli,it Serie A,27,1996,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1116,Benjamin Henrichs,de GER,DF,RB Leipzig,de Bundesliga,26,1997,28.1,68,39,32,26,10,27,58,46.6,31,49,4,45,33,101,37,0,Matches
1117,Henrique,br BRA,DF,Lyon,fr Ligue 1,29,1994,6.7,10,6,6,4,0,6,11,54.5,5,8,2,6,10,20,3,0,Matches
1118,Luis Henrique,br BRA,"FW,DF",Marseille,fr Ligue 1,21,2001,8.7,8,7,4,1,3,4,7,57.1,3,9,0,9,8,16,3,0,Matches
1119,Luiz Henrique,br BRA,FW,Betis,es La Liga,22,2001,6.8,15,11,4,10,1,9,14,64.3,5,11,0,11,5,20,8,0,Matches
1120,Matheus Henrique,br BRA,MF,Sassuolo,it Serie A,25,1997,27.8,43,29,21,18,4,18,43,41.9,25,18,8,10,25,68,31,6,Matches
1121,Rico Henry,eng ENG,DF,Brentford,eng Premier League,26,1997,4.5,7,5,3,3,1,6,7,85.7,1,8,3,5,5,12,5,1,Matches
1122,Thomas Henry,fr FRA,FW,Hellas Verona,it Serie A,28,1994,3.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,Matches
1123,Christophe Hérelle,mq MTQ,DF,Metz,fr Ligue 1,30,1992,18.0,32,15,24,7,1,13,23,56.5,10,16,9,7,18,50,68,2,Matches
1124,Mario Hermoso,es ESP,DF,Atlético Madrid,es La Liga,28,1995,28.4,46,25,29,13,4,28,51,54.9,23,27,9,18,30,76,93,0,Matches
1125,Javi Hernández,es ESP,DF,Cádiz,es La Liga,25,1998,27.9,43,24,26,12,5,25,46,54.3,21,34,9,25,19,62,72,1,Matches
1126,Aridane Hernández,es ESP,DF,Rayo Vallecano,es La Liga,34,1989,18.8,10,8,5,4,1,4,11,36.4,7,19,14,5,14,24,98,1,Matches
1127,Lucas Hernández,fr FRA,DF,Paris S-G,fr Ligue 1,27,1996,21.2,52,36,28,15,9,29,50,58.0,21,21,5,16,27,79,38,0,Matches
1128,Luis Hernández,es ESP,DF,Cádiz,es La Liga,34,1989,8.0,7,3,4,3,0,4,8,50.0,4,3,2,1,8,15,25,0,Matches
1129,Theo Hernández,fr FRA,DF,Milan,it Serie A,25,1997,31.0,30,17,19,11,0,11,22,50.0,11,33,13,20,23,53,42,1,Matches
1130,Jorge Herrando,es ESP,DF,Osasuna,es La Liga,22,2001,18.3,29,19,23,6,0,12,19,63.2,7,20,11,9,15,44,69,1,Matches
1131,Ander Herrera,es ESP,MF,Athletic Club,es La Liga,33,1989,11.4,44,32,11,26,7,20,36,55.6,16,16,6,10,15,59,18,1,Matches
1132,Cristian Herrera,es ESP,"FW,MF",Las Palmas,es La Liga,32,1991,1.8,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,2,0,Matches
1133,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,30,1993,31.9,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,22,3,Matches
1134,Yangel Herrera,ve VEN,MF,Girona,es La Liga,25,1998,23.4,64,37,28,30,6,30,56,53.6,26,30,8,22,24,88,45,1,Matches
1135,Patrick Herrmann,de GER,"FW,DF",Gladbach,de Bundesliga,32,1991,1.0,4,4,2,1,1,2,2,100.0,0,1,0,1,1,5,2,0,Matches
1136,Juan Herzog,es ESP,DF,Las Palmas,es La Liga,20,2003,3.2,6,5,5,1,0,3,6,50.0,3,4,1,3,2,8,17,0,Matches
1137,Son Heung-min,kr KOR,FW,Tottenham,eng Premier League,31,1992,32.6,21,13,6,7,8,10,21,47.6,11,4,1,3,8,29,4,0,Matches
1138,Aaron Hickey,sct SCO,DF,Brentford,eng Premier League,21,2002,7.9,16,9,9,3,4,7,7,100.0,0,7,3,4,3,19,10,0,Matches
1139,Isak Hien,se SWE,DF,Hellas Verona,it Serie A,24,1999,9.6,17,10,10,7,0,10,19,52.6,9,12,5,7,7,24,33,1,Matches
1140,Isak Hien,se SWE,DF,Atalanta,it Serie A,24,1999,10.4,18,12,8,10,0,7,15,46.7,8,12,5,7,14,32,33,0,Matches
1141,James Hill,eng ENG,DF,Bournemouth,eng Premier League,21,2002,0.8,3,2,1,2,0,1,1,100.0,0,3,2,1,3,6,8,0,Matches
1142,Piero Hincapié,ec ECU,DF,Leverkusen,de Bundesliga,21,2002,16.5,35,22,14,17,4,13,17,76.5,4,18,7,11,13,48,43,0,Matches
1143,Jack Hinshelwood,eng ENG,DF,Brighton,eng Premier League,18,2005,9.7,14,5,7,4,3,5,13,38.5,8,6,2,4,14,28,18,0,Matches
1144,Adam Hložek,cz CZE,"MF,FW",Leverkusen,de Bundesliga,21,2002,5.1,10,4,2,4,4,3,7,42.9,4,4,1,3,2,12,1,0,Matches
1145,Nicolas Höfler,de GER,MF,Freiburg,de Bundesliga,33,1990,25.9,63,40,36,20,7,22,49,44.9,27,30,16,14,31,94,45,0,Matches
1146,Jonas Hofmann,de GER,MF,Leverkusen,de Bundesliga,31,1992,24.5,20,14,6,9,5,10,24,41.7,14,18,0,18,8,28,6,0,Matches
1147,Philipp Hofmann,de GER,FW,Bochum,de Bundesliga,30,1993,17.5,10,5,4,5,1,4,7,57.1,3,11,2,9,4,14,17,0,Matches
1148,Lucas Höler,de GER,"FW,MF",Freiburg,de Bundesliga,29,1994,25.6,32,24,14,10,8,4,23,17.4,19,19,4,15,15,47,35,0,Matches
1149,Mason Holgate,jm JAM,DF,Sheffield Utd,eng Premier League,26,1996,7.9,12,7,5,6,1,5,12,41.7,7,12,5,7,11,23,40,0,Matches
1150,Fabian Holland,de GER,"MF,DF",Darmstadt 98,de Bundesliga,33,1990,20.4,47,26,18,21,8,20,37,54.1,17,22,12,10,24,71,29,0,Matches
1151,Benedict Hollerbach,de GER,"FW,MF",Union Berlin,de Bundesliga,22,2001,14.2,17,11,5,7,5,7,22,31.8,15,28,0,28,4,21,3,0,Matches
1152,Emil Holm,se SWE,DF,Atalanta,it Serie A,23,2000,10.5,28,19,17,9,2,16,36,44.4,20,25,3,22,7,35,25,0,Matches
1153,Gerrit Holtmann,ph PHI,"MF,FW",Darmstadt 98,de Bundesliga,28,1995,4.4,8,5,3,4,1,7,10,70.0,3,7,0,7,2,10,4,1,Matches
1154,Martin Hongla,cm CMR,MF,Hellas Verona,it Serie A,25,1998,12.0,24,13,9,13,2,8,11,72.7,3,8,3,5,7,31,24,0,Matches
1155,Martin Hongla,cm CMR,"MF,DF",Granada,es La Liga,25,1998,6.2,7,3,2,5,0,3,9,33.3,6,6,3,3,6,13,13,1,Matches
1156,Franck Honorat,fr FRA,"DF,FW",Gladbach,de Bundesliga,26,1996,26.1,25,13,13,10,2,11,20,55.0,9,22,3,19,9,34,35,1,Matches
1157,Mathias Honsak,at AUT,"FW,MF",Darmstadt 98,de Bundesliga,26,1996,11.3,14,7,7,6,1,6,20,30.0,14,14,2,12,8,22,25,0,Matches
1158,Sydney van Hooijdonk,nl NED,FW,Bologna,it Serie A,23,2000,2.4,3,0,0,2,1,1,2,50.0,1,1,1,0,1,4,4,0,Matches
1159,Fraser Hornby,sct SCO,"FW,MF",Darmstadt 98,de Bundesliga,23,1999,2.4,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,4,0,Matches
1160,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,33,1989,33.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,10,2,Matches
1161,Xabier Huarte Armendáriz,es ESP,MF,Osasuna,es La Liga,22,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
1162,Timo Hübers,de GER,DF,Köln,de Bundesliga,27,1996,30.9,68,47,51,14,3,49,80,61.3,31,54,28,26,63,131,168,1,Matches
1163,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,eng Premier League,22,2000,20.6,18,8,4,5,9,7,28,25.0,21,16,1,15,7,25,12,1,Matches
1164,Will Hughes,eng ENG,MF,Crystal Palace,eng Premier League,28,1995,21.0,61,33,30,20,11,24,48,50.0,24,36,14,22,21,82,25,0,Matches
1165,Dean Huijsen,es ESP,DF,Roma,it Serie A,18,2005,5.7,10,5,5,5,0,1,4,25.0,3,7,4,3,4,14,26,2,Matches
1166,Dean Huijsen,es ESP,DF,Juventus,it Serie A,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
1167,Mats Hummels,de GER,DF,Dortmund,de Bundesliga,34,1988,17.6,52,34,34,12,6,30,53,56.6,23,33,11,22,33,85,82,0,Matches
