Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MainPos,MP,Starts,Min,90s,CrdY,CrdR,Gls,Sh_shooting,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_shooting,xG,npxG,xG_shooting,npxG_shooting,npxG/Sh,G-xG,np:G-xG,PK,PKatt,Ast,KP,xAG,xA,A-xAG,PPA,CrsPA,Touches,Att 3rd_possession,Att Pen,Att_possession,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,PrgDist_possession,CPA,Mis,Dis,PrgR,PrgC_possession,1/3_possession,Cmp,Att_passing,Cmp%,PrgP,Fls,Fld,Recov,Won,Lost_misc,Won%,Min%,Compl,Subs,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90
1055,Evann Guessand,ci CIV,FW,Nice,fr Ligue 1,22.0,2001.0,FW,34,14,1553,17.3,1,0,6,46.0,20.0,43.5,2.67,1.16,0.09,0.2,12.4,0.0,8.4,6.8,8.4,6.8,0.15,-2.4,-2.8,2,2,0,15,1.4,1.0,-1.4,12,0,565,285,103,64,24,37.5,36,56.3,411,40,1104,14,82,50,114,40,29,218,294,74.1,34,32.0,47.0,56.0,24.0,26.0,48.0,50.8,7.0,20.0,1.62,18.0,20.0,-2.0,-0.12,26.2,21.4,4.8,0.28
162,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,29.0,1994.0,FW,23,14,1162,9.6,7,3,2,27.0,6.0,27.75,2.765,0.765,0.075,0.25,21.2,0.0,2.0,2.0,2.0,2.0,0.08,-1.0,-1.0,0,0,3,21,2.3,2.7,0.7,18,7,474,253,28,18,5,38.9,10,40.3,236,14,429,5,12,1,75,14,16,232,371,61.45,39,8.0,20.0,37.0,10.0,20.0,38.849999999999994,17.0,1.0,7.0,1.055,11.0,12.0,-1.0,-0.2,11.2,10.8,0.4,0.04
2615,Fabio Torsiello,it ITA,"FW,DF",Darmstadt 98,de Bundesliga,18.0,2005.0,FW,10,1,156,1.7,0,0,0,4.0,0.0,0.0,2.31,0.0,0.0,,16.7,0.0,0.3,0.3,0.3,0.3,0.07,-0.3,-0.3,0,0,0,0,0.0,0.1,0.0,2,1,48,20,3,3,1,33.3,2,66.7,28,2,68,0,8,3,8,2,0,21,27,77.8,4,4.0,0.0,4.0,0.0,3.0,0.0,5.1,0.0,9.0,0.1,2.0,5.0,-3.0,-1.73,1.2,5.1,-3.9,-2.27
402,Facundo Buonanotte,ar ARG,"FW,MF",Brighton,eng Premier League,18.0,2004.0,FW,27,17,1364,15.2,7,0,3,21.0,8.0,38.1,1.39,0.53,0.14,0.38,16.8,0.0,2.4,2.4,2.4,2.4,0.11,0.6,0.6,0,0,1,18,1.8,1.2,-0.8,14,1,673,277,35,52,18,34.6,28,53.8,421,23,898,8,42,33,69,23,25,404,478,84.5,42,34.0,41.0,66.0,6.0,16.0,27.3,39.9,1.0,10.0,1.19,18.0,19.0,-1.0,-0.07,23.2,21.1,2.1,0.14
2074,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,eng Premier League,21.0,2001.0,FW,24,15,1404,1.9,2,1,2,4.0,2.0,42.65,1.665,0.745,0.06,0.165,11.5,0.0,0.7,0.7,0.7,0.7,0.18,-0.7,-0.7,0,0,2,1,0.1,0.4,0.9,2,0,117,58,13,11,5,44.2,4,43.2,74,6,185,4,4,4,31,6,7,60,79,72.85,6,4.0,6.0,11.0,6.0,4.0,44.5,20.5,0.0,8.0,0.855,2.0,2.0,0.0,-0.62,3.2,3.7,-0.5,-0.27
708,Famara Diedhiou,sn SEN,"FW,MF",Granada,es La Liga,30.0,1992.0,FW,8,0,89,1.0,1,0,0,5.0,3.0,60.0,5.06,3.03,0.0,0.0,18.1,0.0,0.5,0.5,0.5,0.5,0.1,-0.5,-0.5,0,0,1,1,0.2,0.2,0.8,0,0,68,41,10,5,4,80.0,1,20.0,40,5,99,2,12,2,19,5,3,20,41,48.8,0,6.0,3.0,5.0,12.0,6.0,66.7,2.6,0.0,8.0,0.5,2.0,3.0,-1.0,-1.01,2.2,2.0,0.2,0.2
507,Fares Chaïbi,dz ALG,"FW,MF",Toulouse,fr Ligue 1,20.0,2002.0,FW,30,21,1970,0.6,3,0,2,0.0,0.0,35.0,0.94,0.33,0.05,0.14,19.1,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0,0,5,2,0.2,0.2,0.8,2,0,50,23,0,2,0,17.5,2,82.5,40,2,91,0,4,0,12,2,1,28,40,67.1,5,1.0,0.0,3.0,1.0,0.0,57.6,32.2,0.0,2.0,1.4300000000000002,1.0,1.0,0.0,0.0,0.2,2.0,-1.8,-2.79
73,Faride Alidou,de GER,"FW,MF",Köln,de Bundesliga,22.0,2001.0,FW,26,14,1282,14.2,4,0,4,33.0,11.0,33.3,2.32,0.77,0.12,0.36,14.5,0.0,3.0,3.0,3.0,3.0,0.09,1.0,1.0,0,0,0,14,0.6,0.7,-0.6,7,3,522,243,51,70,24,34.3,38,54.3,312,51,1191,18,39,27,95,51,23,196,305,64.3,33,21.0,23.0,57.0,18.0,28.0,39.1,41.9,0.0,12.0,0.85,12.0,27.0,-15.0,-1.05,15.0,24.5,-9.5,-0.67
2078,Faris Pemi Moumbagna,cm CMR,FW,Marseille,fr Ligue 1,23.0,2000.0,FW,13,5,547,6.1,2,1,3,16.0,5.0,31.3,2.63,0.82,0.19,0.6,13.9,0.0,1.7,1.7,1.7,1.7,0.11,1.3,1.3,0,0,1,4,1.1,0.3,-0.1,4,1,168,88,37,7,1,14.3,6,85.7,123,6,165,4,19,7,32,6,4,74,107,69.2,16,12.0,11.0,17.0,7.0,16.0,30.4,17.9,1.0,8.0,1.15,10.0,9.0,1.0,0.16,10.6,7.5,3.0,0.5
967,Farés Ghedjemis,fr FRA,"FW,MF",Frosinone,it Serie A,20.0,2002.0,FW,6,1,182,2.0,1,0,0,3.0,2.0,66.7,1.48,0.99,0.0,0.0,17.5,0.0,0.1,0.1,0.1,0.1,0.04,-0.1,-0.1,0,0,0,2,0.1,0.1,-0.1,2,0,84,44,11,7,2,28.6,5,71.4,47,7,119,5,5,2,19,7,2,48,61,78.7,2,2.0,0.0,10.0,1.0,2.0,33.3,5.3,0.0,5.0,0.83,2.0,3.0,-1.0,-0.49,2.8,3.3,-0.5,-0.23
335,Federico Bonazzoli,it ITA,"FW,MF",Hellas Verona,it Serie A,26.0,1997.0,FW,24,10,1016,11.3,2,0,3,27.0,13.0,48.1,2.39,1.15,0.11,0.23,18.6,0.0,2.9,2.9,2.9,2.9,0.11,0.1,0.1,0,0,1,8,1.1,0.5,-0.1,7,0,410,178,41,12,6,50.0,5,41.7,262,13,371,3,27,12,73,13,10,242,314,77.1,26,10.0,20.0,31.0,6.0,11.0,35.3,29.7,0.0,14.0,0.88,13.0,12.0,1.0,0.09,10.8,13.1,-2.3,-0.21
522,Federico Chiesa,it ITA,FW,Juventus,it Serie A,25.0,1997.0,FW,33,25,2197,24.4,1,0,9,74.0,25.0,33.8,3.03,1.02,0.11,0.32,19.2,5.0,6.4,5.6,6.4,5.6,0.08,2.6,2.4,1,1,2,54,6.2,5.6,-4.2,45,18,1006,643,130,95,35,36.8,48,50.5,643,111,2697,58,54,40,216,111,56,498,712,69.9,70,13.0,40.0,62.0,0.0,9.0,0.0,64.2,9.0,8.0,1.76,35.0,22.0,13.0,0.53,36.7,21.4,15.3,0.62
682,Federico Di Francesco,it ITA,"FW,MF",Lecce,it Serie A,29.0,1994.0,FW,2,0,15,0.2,0,0,1,2.0,1.0,50.0,12.0,6.0,0.5,1.0,31.9,0.0,0.1,0.1,0.1,0.1,0.04,0.9,0.9,0,0,0,0,0.0,0.0,0.0,0,0,15,5,3,1,0,0.0,1,100.0,9,1,18,0,0,0,3,1,0,6,8,75.0,1,0.0,0.0,2.0,0.0,0.0,,0.4,0.0,2.0,2.0,2.0,0.0,2.0,12.0,0.2,0.6,-0.4,-2.17
106,Felipe Anderson,br BRA,"FW,MF",Lazio,it Serie A,30.0,1993.0,FW,38,33,2770,30.8,3,0,5,43.0,11.0,25.6,1.4,0.36,0.12,0.45,17.3,1.0,4.4,4.4,4.4,4.4,0.1,0.6,0.6,0,0,6,42,6.3,4.7,-0.3,50,4,1756,742,93,107,43,40.2,54,50.5,897,108,2896,26,65,32,226,108,62,1012,1336,75.7,126,30.0,36.0,139.0,15.0,16.0,48.4,81.0,14.0,5.0,1.61,38.0,31.0,7.0,0.23,36.2,33.0,3.3,0.11
2611,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,23.0,2000.0,FW,29,12,1211,13.5,2,0,7,38.0,15.0,39.5,2.82,1.11,0.18,0.47,16.6,2.0,5.5,5.5,5.5,5.5,0.15,1.5,1.5,0,0,2,26,2.7,1.9,-0.7,22,5,583,309,56,24,10,41.7,11,45.8,338,30,789,15,35,13,113,30,21,351,450,78.0,44,8.0,16.0,40.0,4.0,11.0,26.7,35.4,4.0,17.0,2.21,33.0,18.0,15.0,1.11,29.6,14.0,15.6,1.16
2511,Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,de Bundesliga,23.0,2000.0,FW,6,0,154,1.7,1,0,0,4.0,1.0,25.0,2.34,0.58,0.0,0.0,20.5,0.0,0.2,0.2,0.2,0.2,0.05,-0.2,-0.2,0,0,0,0,0.0,0.0,0.0,1,0,35,21,8,3,1,33.3,1,33.3,24,4,99,4,4,0,10,4,2,10,21,47.6,3,3.0,1.0,4.0,0.0,2.0,0.0,5.0,0.0,6.0,0.0,0.0,4.0,-4.0,-2.34,2.1,4.7,-2.6,-1.55
714,Florian Dietz,de GER,"FW,MF",Köln,de Bundesliga,24.0,1998.0,FW,5,0,70,0.8,0,0,0,3.0,1.0,33.3,3.86,1.29,0.0,0.0,15.8,0.0,0.3,0.3,0.3,0.3,0.09,-0.3,-0.3,0,0,0,2,0.1,0.0,-0.1,0,0,32,13,5,0,0,,0,,17,0,3,0,2,0,8,0,1,13,19,68.4,0,1.0,0.0,2.0,2.0,8.0,20.0,2.3,0.0,5.0,0.4,0.0,2.0,-2.0,-2.57,0.9,1.1,-0.2,-0.22
2577,Florian Thauvin,fr FRA,FW,Udinese,it Serie A,30.0,1993.0,FW,29,19,1710,19.0,4,0,5,47.0,14.0,29.8,2.47,0.74,0.09,0.29,18.2,4.0,4.7,3.9,4.7,3.9,0.08,0.3,0.1,1,1,3,38,4.2,4.1,-1.2,39,16,774,385,82,90,35,38.9,46,51.1,490,72,1941,30,57,36,97,72,53,385,548,70.3,69,14.0,26.0,64.0,10.0,26.0,27.8,50.0,4.0,10.0,0.9,15.0,28.0,-13.0,-0.68,19.1,26.5,-7.5,-0.39
202,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,22.0,2001.0,FW,29,19,1692,18.8,1,0,7,63.0,26.0,41.3,3.35,1.38,0.11,0.27,14.0,0.0,11.0,8.5,11.0,8.5,0.14,-4.0,-1.5,0,3,5,26,3.3,1.9,1.7,11,0,620,345,140,41,11,26.8,28,68.3,501,35,793,29,80,42,199,35,18,263,365,72.1,30,31.0,35.0,48.0,8.0,33.0,19.5,55.3,5.0,10.0,2.0,37.0,26.0,11.0,0.59,31.1,26.7,4.5,0.24
433,Francesco Camarda,it ITA,FW,Milan,it Serie A,15.0,2008.0,FW,2,0,14,0.2,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,2,1,0,1,0,0.0,1,100.0,2,0,0,0,1,0,1,0,0,0,0,,0,0.0,0.0,1.0,0.0,2.0,0.0,0.4,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.2,-1.2,-7.59
452,Francesco Caputo,it ITA,FW,Empoli,it Serie A,35.0,1987.0,FW,20,15,1268,14.1,0,0,3,22.0,9.0,40.9,1.56,0.64,0.09,0.22,11.7,0.0,3.4,2.6,3.4,2.6,0.12,-0.4,-0.6,1,1,0,10,0.7,0.8,-0.7,3,0,290,132,49,10,5,50.0,4,40.0,175,7,204,4,21,12,65,7,6,164,216,75.9,18,10.0,14.0,19.0,12.0,23.0,34.3,37.1,4.0,5.0,0.7,8.0,22.0,-14.0,-0.99,11.7,20.9,-9.2,-0.65
1561,Frank Magri,cm CMR,"FW,MF",Toulouse,fr Ligue 1,23.0,1999.0,FW,29,14,1438,16.0,5,0,5,41.0,14.0,34.1,2.57,0.88,0.12,0.36,16.3,0.0,3.1,3.1,3.1,3.1,0.07,1.9,1.9,0,0,2,14,1.6,1.1,0.4,13,4,520,262,63,37,13,35.1,20,54.1,375,31,891,11,38,25,121,31,17,231,333,69.4,34,41.0,23.0,63.0,35.0,54.0,39.3,47.0,5.0,15.0,1.24,18.0,21.0,-3.0,-0.19,20.7,23.0,-2.3,-0.14
1159,Fraser Hornby,sct SCO,"FW,MF",Darmstadt 98,de Bundesliga,23.0,1999.0,FW,7,1,217,2.4,1,0,0,10.0,2.0,20.0,4.15,0.83,0.0,0.0,13.1,0.0,0.7,0.7,0.7,0.7,0.07,-0.7,-0.7,0,0,0,4,0.3,0.5,-0.3,2,0,91,51,18,4,1,25.0,3,75.0,38,7,125,4,4,4,7,7,3,35,63,55.6,2,5.0,1.0,8.0,11.0,13.0,45.8,7.1,0.0,6.0,1.0,1.0,6.0,-5.0,-2.07,3.7,4.7,-1.1,-0.44
2429,Fábio Silva,pt POR,FW,Wolves,eng Premier League,21.0,2002.0,FW,8,3,264,2.9,2,0,0,7.0,3.0,42.9,2.39,1.02,0.0,0.0,13.8,0.0,1.0,1.0,1.0,1.0,0.15,-1.0,-1.0,0,0,0,4,0.2,0.1,-0.2,0,0,118,44,12,8,2,25.0,5,62.5,66,5,186,1,12,4,13,5,5,61,76,80.3,10,8.0,4.0,15.0,2.0,5.0,28.6,7.7,0.0,5.0,0.88,2.0,8.0,-6.0,-2.05,3.5,7.5,-4.0,-1.38
1230,Gabriel Jesus,br BRA,FW,Arsenal,eng Premier League,26.0,1997.0,FW,27,17,1478,16.4,6,0,4,55.0,19.0,34.5,3.35,1.16,0.07,0.21,12.2,0.0,6.3,6.3,6.3,6.3,0.12,-2.3,-2.3,0,0,5,29,3.8,3.2,1.2,19,1,782,472,139,75,35,46.7,30,40.0,489,38,1146,25,61,38,155,38,21,403,513,78.6,42,26.0,32.0,59.0,15.0,38.0,28.3,43.2,4.0,10.0,2.19,29.0,11.0,18.0,1.1,31.3,11.4,19.9,1.21
1636,Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,22.0,2001.0,FW,35,24,2019,22.4,1,0,6,58.0,20.0,34.5,2.59,0.89,0.1,0.3,15.6,0.0,6.8,6.8,6.8,6.8,0.12,-0.8,-0.8,0,0,4,46,6.1,5.2,-2.1,33,7,1241,844,196,114,40,35.1,61,53.5,856,127,2981,82,54,41,345,127,49,724,929,77.9,65,23.0,24.0,95.0,15.0,26.0,36.6,59.0,4.0,11.0,2.34,52.0,23.0,29.0,1.29,43.8,14.5,29.3,1.3
2515,Gabriel Strefezza,br BRA,FW,Lecce,it Serie A,26.0,1997.0,FW,19,13,1112,12.4,4,0,1,27.0,5.0,18.5,2.19,0.4,0.0,0.0,22.8,1.0,2.5,1.7,2.5,1.7,0.06,-1.5,-1.7,1,1,0,20,1.2,1.3,-1.2,20,7,561,279,21,35,15,42.9,15,42.9,369,34,1141,4,24,24,81,34,37,300,412,72.8,54,20.0,37.0,51.0,4.0,14.0,22.2,32.5,2.0,6.0,1.05,9.0,18.0,-9.0,-0.73,11.9,19.0,-7.1,-0.57
2683,Gabriel Veiga,es ESP,FW,Celta Vigo,es La Liga,21.0,2002.0,FW,1,0,18,0.2,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,7,3,0,1,0,0.0,1,100.0,6,0,4,0,1,1,1,0,0,3,5,60.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,-1.0,-5.0,0.1,0.3,-0.2,-0.76
489,Gaetano Castrovilli,it ITA,"FW,MF",Fiorentina,it Serie A,26.0,1997.0,FW,6,5,367,4.1,0,0,1,5.0,2.0,40.0,1.23,0.49,0.2,0.5,14.9,0.0,0.3,0.3,0.3,0.3,0.07,0.7,0.7,0,0,2,7,0.6,0.1,1.4,3,2,160,74,11,14,3,21.4,9,64.3,90,14,357,2,11,6,25,14,8,75,116,64.7,12,4.0,5.0,17.0,3.0,2.0,60.0,10.7,1.0,1.0,2.5,8.0,7.0,1.0,0.25,6.9,5.3,1.6,0.4
1987,Gaetano Oristanio,it ITA,"FW,MF",Cagliari,it Serie A,20.0,2002.0,FW,25,11,1104,12.3,1,0,2,23.0,5.0,21.7,1.87,0.41,0.09,0.4,18.9,1.0,1.8,1.8,1.8,1.8,0.08,0.2,0.2,0,0,1,15,1.1,1.0,-0.1,11,7,426,204,36,60,32,53.3,23,38.3,269,25,798,9,41,44,76,25,21,164,242,67.8,26,37.0,28.0,67.0,17.0,22.0,43.6,32.3,1.0,14.0,0.88,12.0,19.0,-7.0,-0.57,12.1,17.3,-5.2,-0.42
1410,Gaëtan Laborde,fr FRA,"FW,MF",Nice,fr Ligue 1,29.0,1994.0,FW,34,22,1906,21.2,2,0,5,62.0,22.0,35.5,2.93,1.04,0.06,0.18,16.0,2.0,7.7,6.1,7.7,6.1,0.1,-2.7,-2.1,1,2,2,27,1.8,2.2,0.2,26,12,780,377,101,50,17,34.0,33,66.0,559,33,1068,16,27,26,161,33,24,366,558,65.6,46,25.0,8.0,63.0,32.0,32.0,50.0,62.3,3.0,12.0,1.62,22.0,18.0,4.0,0.19,29.6,21.4,8.2,0.39
346,Gennaro Borrelli,it ITA,FW,Frosinone,it Serie A,23.0,2000.0,FW,1,0,24,0.3,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0.0,0,0.0,1,1,2,0,0,0,1,1,0,0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.0,1.0,0.0,0.0,1.0,-1.0,-3.75,0.0,0.7,-0.7,-2.72
788,George Earthy,eng ENG,FW,West Ham,eng Premier League,18.0,2004.0,FW,3,0,34,0.4,0,0,1,1.0,1.0,100.0,2.65,2.65,1.0,1.0,3.8,0.0,0.3,0.3,0.3,0.3,0.31,0.7,0.7,0,0,0,0,0.0,0.0,0.0,0,0,18,8,1,0,0,,0,,13,0,13,0,0,0,3,0,1,16,17,94.1,1,1.0,0.0,4.0,0.0,0.0,,1.0,0.0,3.0,1.0,1.0,0.0,1.0,2.65,1.2,0.1,1.0,2.75
2161,George Pușcaș,ro ROU,FW,Genoa,it Serie A,27.0,1996.0,FW,8,1,191,2.1,0,0,0,11.0,5.0,45.5,5.18,2.36,0.0,0.0,12.9,0.0,2.1,2.1,2.1,2.1,0.19,-2.1,-2.1,0,0,0,1,0.1,0.1,-0.1,1,0,92,46,17,3,1,33.3,2,66.7,58,5,119,3,10,6,17,5,5,34,61,55.7,3,1.0,0.0,9.0,12.0,8.0,60.0,5.6,1.0,7.0,0.63,1.0,5.0,-4.0,-1.88,3.7,1.9,1.8,0.85
1746,Georges Mikautadze,ge GEO,FW,Metz,fr Ligue 1,22.0,2000.0,FW,20,20,1747,19.4,0,1,13,55.0,24.0,43.6,2.83,1.24,0.18,0.42,17.7,4.0,9.5,7.2,9.5,7.2,0.13,3.5,2.8,3,3,4,21,2.4,1.0,1.6,13,1,669,304,78,98,42,42.9,52,53.1,467,52,1583,24,44,25,95,52,35,299,430,69.5,51,13.0,26.0,69.0,14.0,46.0,23.3,57.1,12.0,0.0,0.85,22.0,37.0,-15.0,-0.77,21.4,33.9,-12.5,-0.64
1802,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,31.0,1992.0,FW,30,28,2215,24.6,0,0,10,60.0,18.0,30.0,2.44,0.73,0.13,0.44,15.3,0.0,9.7,7.3,9.7,7.3,0.12,0.3,0.7,2,3,6,53,5.3,4.6,0.7,43,6,1273,558,125,84,43,51.2,36,42.9,768,48,1591,23,49,53,199,48,41,779,1001,77.8,155,22.0,38.0,87.0,27.0,28.0,49.1,64.8,9.0,2.0,1.3,39.0,45.0,-6.0,-0.24,34.6,36.6,-2.0,-0.08
917,Gerardo Fusco,it ITA,FW,Salernitana,it Serie A,18.0,2005.0,FW,1,0,15,0.2,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0,0,9,3,1,1,0,0.0,1,100.0,3,0,0,0,0,0,1,0,0,5,7,71.4,0,0.0,0.0,0.0,0.0,0.0,,0.4,0.0,1.0,0.0,1.0,0.0,1.0,6.0,0.4,0.0,0.4,2.49
576,Giacomo Corona,it ITA,FW,Empoli,it Serie A,19.0,2004.0,FW,1,0,5,0.1,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,2,1,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2,2,100.0,0,1.0,1.0,0.0,0.0,0.0,,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.79
2195,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,23.0,2000.0,FW,37,14,1584,17.6,0,0,5,60.0,24.0,40.0,3.41,1.36,0.08,0.21,18.8,4.0,5.9,4.5,5.9,4.5,0.07,-0.9,0.5,0,1,3,36,4.0,3.0,-1.0,15,5,886,449,90,30,14,46.7,14,46.7,541,29,899,12,33,18,139,29,18,525,709,74.0,54,17.0,19.0,53.0,7.0,18.0,28.0,46.3,4.0,23.0,1.41,26.0,18.0,8.0,0.45,28.2,16.7,11.5,0.65
1426,Gianluca Lapadula,pe PER,FW,Cagliari,it Serie A,33.0,1990.0,FW,23,14,1205,13.4,3,0,3,34.0,10.0,29.4,2.54,0.75,0.06,0.2,14.2,2.0,4.8,4.1,4.8,4.1,0.12,-1.8,-2.1,1,1,1,19,1.1,0.7,-0.1,3,2,262,145,67,9,4,44.4,3,33.3,143,8,237,7,21,8,63,8,6,120,171,70.2,4,22.0,18.0,27.0,21.0,31.0,40.4,35.2,6.0,9.0,0.83,17.0,24.0,-7.0,-0.52,15.0,19.1,-4.2,-0.31
2372,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,24.0,1999.0,FW,29,17,1453,16.1,1,0,12,60.0,26.0,43.3,3.72,1.61,0.2,0.46,15.1,0.0,6.5,6.5,6.5,6.5,0.11,5.5,5.5,0,0,6,33,3.9,1.5,2.1,14,1,655,340,93,31,15,48.4,11,35.5,448,22,629,5,72,48,167,22,21,293,434,67.5,41,28.0,28.0,32.0,21.0,34.0,38.2,42.5,1.0,12.0,1.72,37.0,12.0,25.0,1.55,23.9,14.5,9.4,0.58
1983,Gift Orban,ng NGA,FW,Lyon,fr Ligue 1,21.0,2002.0,FW,13,5,474,5.3,2,0,1,8.0,2.0,25.0,1.52,0.38,0.13,0.5,12.7,0.0,1.1,1.1,1.1,1.1,0.14,-0.1,-0.1,0,0,0,0,0.0,0.2,0.0,2,0,159,80,25,13,5,38.5,7,53.8,127,8,194,8,21,7,33,8,4,73,103,70.9,6,9.0,10.0,14.0,3.0,15.0,16.7,15.5,0.0,8.0,2.15,10.0,6.0,4.0,0.76,8.7,8.0,0.7,0.13
2216,Gio Reyna,us USA,"FW,MF",Nott'ham Forest,eng Premier League,20.0,2002.0,FW,20,3,515,2.6,1,0,0,5.0,2.0,32.5,2.2399999999999998,0.7050000000000001,0.0,0.0,21.3,0.0,0.3,0.3,0.3,0.3,0.06,-0.3,-0.3,0,0,1,7,0.5,0.4,0.5,2,0,173,84,12,7,3,52.7,4,47.3,83,3,101,2,8,4,14,3,2,118,140,85.15,12,3.0,2.0,14.0,7.0,9.0,44.099999999999994,8.05,0.0,7.0,1.29,3.0,3.0,0.0,0.805,3.7,2.0,1.6,0.63
1405,Giorgi Kvernadze,ge GEO,"FW,DF",Frosinone,it Serie A,20.0,2003.0,FW,5,0,63,0.7,0,0,0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,49,19,1,5,3,60.0,2,40.0,29,0,49,0,4,3,6,0,1,31,36,86.1,1,3.0,1.0,4.0,0.0,0.0,,1.8,0.0,5.0,0.2,0.0,3.0,-3.0,-4.29,0.3,1.7,-1.3,-1.89
2434,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,28.0,1995.0,FW,28,8,800,8.9,3,0,1,35.0,12.0,34.3,3.94,1.35,0.03,0.08,14.6,0.0,3.4,3.4,3.4,3.4,0.1,-2.4,-2.4,0,0,0,9,0.6,0.8,-0.6,5,1,301,159,56,10,5,50.0,5,50.0,168,11,281,4,25,13,76,11,9,132,187,70.6,13,12.0,13.0,21.0,21.0,22.0,48.8,23.4,1.0,20.0,1.32,12.0,12.0,0.0,0.0,14.6,7.6,7.0,0.79
2435,Giuliano Simeone,ar ARG,FW,Alavés,es La Liga,20.0,2002.0,FW,14,6,630,7.0,1,0,1,14.0,2.0,14.3,2.0,0.29,0.07,0.5,19.7,0.0,2.4,1.6,2.4,1.6,0.12,-1.4,-0.6,0,1,2,11,2.0,1.2,0.0,12,1,254,137,27,22,9,40.9,12,54.5,137,25,513,5,15,9,47,25,8,114,169,67.5,24,11.0,6.0,37.0,2.0,10.0,16.7,18.4,1.0,8.0,1.5,9.0,5.0,4.0,0.57,10.9,6.0,4.9,0.7
480,Giuseppe Caso,it ITA,"FW,MF",Frosinone,it Serie A,24.0,1998.0,FW,14,2,417,4.6,2,0,0,7.0,4.0,57.1,1.51,0.86,0.0,0.0,19.4,0.0,0.3,0.3,0.3,0.3,0.04,-0.3,-0.3,0,0,0,3,0.2,0.2,-0.2,8,0,178,120,13,36,15,41.7,18,50.0,129,15,451,6,15,10,37,15,14,95,112,84.8,20,5.0,14.0,13.0,0.0,2.0,0.0,12.2,0.0,12.0,0.93,10.0,10.0,0.0,0.0,5.5,7.3,-1.8,-0.39
942,Gonzalo García,es ESP,"FW,MF",Real Madrid,es La Liga,19.0,2004.0,FW,2,0,19,0.2,0,0,0,1.0,1.0,100.0,4.74,4.74,0.0,0.0,19.1,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,11,5,1,1,0,0.0,1,100.0,8,1,20,1,0,0,3,1,1,4,7,57.1,0,0.0,1.0,1.0,0.0,0.0,,0.6,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,-0.13
1047,Gonçalo Guedes,pt POR,"FW,MF",Villarreal,es La Liga,26.0,1996.0,FW,17,9,951,10.6,0,0,3,26.0,8.0,30.8,2.46,0.76,0.12,0.38,19.6,0.0,2.3,2.3,2.3,2.3,0.09,0.7,0.7,0,0,2,19,1.5,1.1,0.5,23,8,434,248,42,15,10,66.7,5,33.3,264,38,925,10,33,12,88,38,18,255,333,76.6,50,5.0,16.0,29.0,2.0,10.0,16.7,27.8,3.0,8.0,1.82,24.0,16.0,8.0,0.76,14.8,15.0,-0.2,-0.02
